"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","9.1","0.687747890625","0.664875","0.0317375090612808","0.0846428571428571","0.0211123991990013","0.0625770273384988","0.0119831378997637"
"ibd1","0000","000","0","8.1","0.669863125","0.629625","0.0606106836006381","0.0891820987654321","0.0294102153648208","0.0733098178632132","0.0148302604151796"
"ibd1","0000","000","0","8.7","0.725892738263255","0.680600750938673","0.0615577862649054","0.0816379310344828","0.028459278774401","0.063649388933579","0.0144711397849137"
"ibd1","0000","000","0","8.6","0.67537","0.6475","0.0397034902100175","0.0890988372093023","0.0220280132112075","0.0517160426962371","0.0108794822349934"
"ibd1","0000","000","0","8.8","0.737483961971572","0.687703889585947","0.0672672621569708","0.0781676136363636","0.0314689466782527","0.124932148028851","0.0276821459824869"
"ibd1","0000","000","0","8.8","0.6031790625","0.57175","0.0487021354096321","0.0878409090909091","0.0218146136783407","0.0383104259157601","0.00654681832411244"
"ibd1","0000","000","0","8.7","0.720197109375","0.683","0.0520282879994354","0.0858908045977012","0.0198038397603418","0.0863256062816943","0.0189557084460964"
"ibd1","0000","000","0","8.4","0.690734296875","0.655","0.0505664640728489","0.0870238095238095","0.0285362385541813","0.120552045975406","0.0250223840206441"
"ibd1","0000","000","0","8.8","0.750650234375","0.715","0.0465282230241632","0.0795596590909091","0.0311371698523513","0.0960847251142695","0.0219268116992722"
"ibd1","0000","000","0","8.5","0.652105390625","0.61625","0.0513308775402391","0.0878088235294118","0.0355813386588855","0.0241057913413709","0.00507044784856259"
