"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","8.8","0.633669453125","0.6355","-0.00449178015100001","0.109247159090909","0.000106087748567352","0.00179873703739774","0.000429190926802834"
"ibd1","0000","000","0","8.7","0.714515078125","0.7185","-0.00751595680691652","0.109899425287356","4.45346550045356e-05","0.000517210805462237","0.00041987217039192"
"ibd1","0000","000","0","8.7","0.73786515625","0.73875","0.000120835779604478","0.109497126436782","9.62857508244319e-05","0.00148588866312118","0.000588936330534822"
"ibd1","0000","000","0","8.5","0.6541659375","0.64325","0.0185031793077612","0.111852941176471","0.000282970176572084","0.000146572173894997","0.000640375891643741"
"ibd1","0000","000","0","8.5","0.668964453125","0.677375","-0.0133416620084525","0.112852941176471","-1.16858060694724e-05","0.000921713495453843","0.000182629931132326"
"ibd1","0000","000","0","8.8","0.682166875","0.680625","0.00122238818334224","0.108821022727273","2.51097973777981e-05","0.0011129787615106","0.000494053466873151"
"ibd1","0000","000","0","9","0.705846796875","0.707875","-0.0015185782461469","0.105375","0.000424213060099321","0.00531945491892893","0.000355337828446698"
"ibd1","0000","000","0","8.6","0.667631171875","0.674875","-0.0101736980581925","0.11155523255814","2.83898424786599e-05","0.00298763418577995","0.000191233147426501"
"ibd1","0000","000","0","8.8","0.663362421875","0.663875","-0.00128048266111932","0.109176136363636","-8.38746458420303e-06","0.000922210933520949","0.000341375683132489"
"ibd1","0000","000","0","8.8","0.717231484375","0.72025","-0.00388019549899207","0.109133522727273","-9.21991992670623e-05","0.000663154278962791","0.000462887511229627"
