"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","8.5","0.691563006896277","0.52397476340694","0.236813240006341","0.033","0.205661210873854","0.607932945343053","0.119130712054965"
"ibd1","0000","000","0","7.8","0.647467074299672","0.480354267310789","0.255519633068944","0.0382211538461538","0.229140417770897","0.441638100398724","0.0841790440921975"
"ibd1","0000","000","0","7.6","0.654153216","0.44128","0.328110255557292","0.0272697368421053","0.216268734564267","0.566496071858283","0.115027093536847"
"ibd1","0000","000","0","8.6","0.713783572643487","0.573584905660377","0.195623090322909","0.0382848837209302","0.141892334878101","0.0603814612053184","0.0163270726502889"
"ibd1","0000","000","0","8.3","0.653808768","0.50432","0.230557895198773","0.0384487951807229","0.160284974171647","0.411542799247616","0.0858415397246485"
"ibd1","0000","000","0","7.9","0.691704191503548","0.549211356466877","0.208850837085581","0.0385443037974684","0.154740391126514","0.493473290230839","0.103085290660836"
"ibd1","0000","000","0","8","0.631849094667826","0.477795786061588","0.250461599926821","0.03321875","0.179103582408571","0.440206672859425","0.0830502270965591"
"ibd1","0000","000","0","7.9","0.679340020956608","0.562820512820513","0.171539390142126","0.0390348101265823","0.132696488229352","0.385687103390425","0.0789896470572285"
"ibd1","0000","000","0","8.3","0.67444501845571","0.512796208530806","0.237971436365176","0.0304518072289157","0.177138447423723","0.485117648685668","0.0974048700470584"
"ibd1","0000","000","0","8.8","0.68526535085452","0.523151125401929","0.234733651943984","0.0315340909090909","0.189359822633059","0.661726789120765","0.140059380022606"
