"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","8.9","0.689444609375","0.690875","-0.00143862592472666","0.105252808988764","0.000712303302651596","0.000414655222717307","0.000692954878444847"
"ibd1","0000","000","0","8.5","0.671314921875","0.676","-0.00703147864218121","0.110617647058824","0.000646483838663725","0.00186251680733511","0.000820648995178326"
"ibd1","0000","000","0","8.2","0.751083671875","0.758375","-0.00997522071591175","0.113673780487805","0.000692601174535734","0.00420502451610606","0.00121453780058195"
"ibd1","0000","000","0","8.7","0.70635046875","0.708375","-0.0024869691844145","0.107442528735632","0.000884793362831093","0.00042608552459428","0.00108239097414746"
"ibd1","0000","000","0","8.7","0.697881640625","0.69775","-8.51687595909256e-05","0.109051724137931","0.000208494372851753","0.00019211116498463","0.000361352454414266"
"ibd1","0000","000","0","8.5","0.6341084375","0.6415","-0.0141592964630806","0.110764705882353","0.000784315476814457","0.00107584311741344","0.000771961646062607"
"ibd1","0000","000","0","8.6","0.724252890625","0.732625","-0.0106953716709082","0.109752906976744","0.000389987617802845","0.00199555578709085","0.000877467324573749"
"ibd1","0000","000","0","8.9","0.713195625","0.706125","0.0107392332371939","0.105379213483146","0.000693059321090872","0.0030346943711089","0.00119694003187268"
"ibd1","0000","000","0","8.8","0.711686875","0.715","-0.00287329232908179","0.106306818181818","0.000743935638802262","0.00268261692434932","0.00119260892084686"
"ibd1","0000","000","0","8.8","0.66277703125","0.657125","0.00920419599603354","0.10734375","0.000539216870412029","0.00177198218083477","0.000617983460160266"
