"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","9.1","0.7597490625","0.70125","0.0774679212883684","0.0661950549450549","0.044582613403747","0.215177310896481","0.048401175682882"
"ibd1","0000","000","0","8.2","0.64076203125","0.601125","0.062632014729934","0.0904878048780488","0.0306665647380003","0.0579457631511612","0.00961644996234889"
"ibd1","0000","000","0","9","0.706671953125","0.64375","0.0920862882321946","0.0732916666666667","0.0453587284355568","0.168767586463593","0.0354412375896372"
"ibd1","0000","000","0","8.8","0.6797884375","0.65025","0.0442003855076606","0.0787215909090909","0.0340699661353244","0.0955766166949501","0.0191744341169408"
"ibd1","0000","000","0","8.4","0.666217890625","0.60975","0.0813090351364429","0.0770535714285714","0.0590936950112663","0.177985086375697","0.036119690997738"
"ibd1","0000","000","0","8.4","0.687824453125","0.631875","0.0819595436648007","0.0779166666666667","0.0572160870529537","0.106652181230621","0.0224867589852318"
"ibd1","0000","000","0","8.2","0.700403359375","0.65025","0.0699576169816315","0.074359756097561","0.0554577431124457","0.218161106661271","0.0444806878788431"
"ibd1","0000","000","0","8.8","0.719031762984059","0.65937106918239","0.0844497670614817","0.0734943181818182","0.0501260333089628","0.176572525840783","0.0373649543838113"
"ibd1","0000","000","0","8.9","0.738216484375","0.684","0.0722912657404488","0.0741432584269663","0.0417429238752244","0.183326523669016","0.0396554996914482"
"ibd1","0000","000","0","8.9","0.7383221875","0.697125","0.0557630291571209","0.0704213483146067","0.0434671194684476","0.217271471238235","0.0465404100137634"
