"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","8.8","0.73401140625","0.73225","0.00333862593422454","0.107798295454545","0.000322951192782917","0.00319965971811923","0.000613866887105138"
"ibd1","0000","000","0","8.8","0.67814578125","0.6835","-0.00582839426066923","0.108650568181818","3.58792033976485e-05","0.00278865645900302","0.000378946080965758"
"ibd1","0000","000","0","8.8","0.70036265625","0.6965","0.00458982287604979","0.1084375","0.000277489737051995","0.00107242580144566","0.000402469172185422"
"ibd1","0000","000","0","8.7","0.6923721875","0.691125","0.00289667837073503","0.110761494252874","-0.000158472607992621","0.000707310553665094","0.000275677856892051"
"ibd1","0000","000","0","8.6","0.70055","0.701875","-0.00351511996627208","0.111075581395349","5.24247977800041e-05","0.000301509366676497","0.000435224598471908"
"ibd1","0000","000","0","9.2","0.648918125","0.65375","-0.00777081390884021","0.103641304347826","0.00022410008498952","0.000655261292760894","0.000405690968416029"
"ibd1","0000","000","0","8.7","0.6809621875","0.683125","-0.00210507811745566","0.110215517241379","1.180494152897e-05","7.60218963924098e-05","0.000292658683996012"
"ibd1","0000","000","0","9.1","0.758051796875","0.753375","0.00614347783303314","0.104271978021978","0.000142511046222538","0.000243007262715749","0.00077139828619769"
"ibd1","0000","000","0","8.4","0.684811796875","0.692","-0.0110504383586","0.112693452380952","0.00062255741611128","0.00352594738557416","0.000412952909626248"
"ibd1","0000","000","0","9.4","0.70026078125","0.6895","0.0165907579741306","0.101462765957447","5.51591903413806e-05","9.65833028924717e-05","0.000578182891797777"
