"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","9.3","0.738950625","0.60725","0.183175892687176","0.0408064516129032","0.138540711034619","0.581478759415039","0.129929111409617"
"ibd1","0000","000","0","9.1","0.7257240625","0.645625","0.110007875195112","0.0564285714285714","0.0805413895428082","0.212704553553778","0.048158060576888"
"ibd1","0000","000","0","9.1","0.70320984375","0.59325","0.155676994621111","0.0499313186813187","0.107596388535336","0.364785975331554","0.0760311542003932"
"ibd1","0000","000","0","8.7","0.73350125","0.607875","0.172568607687853","0.0405172413793103","0.156992915869663","0.620217742413966","0.138115074762103"
"ibd1","0000","000","0","9.2","0.680585078125","0.60725","0.103409509488905","0.0555434782608696","0.0896628597982601","0.289456089759076","0.0579097104980874"
"ibd1","0000","000","0","8.5","0.66391578125","0.551875","0.175361657304528","0.0589558823529412","0.127671548888264","0.242291166195444","0.0365434336445936"
"ibd1","0000","000","0","9","0.77952125","0.655125","0.160962496111025","0.042","0.118648368170038","0.543765568876273","0.125224183601948"
"ibd1","0000","000","0","8.8","0.721100703125","0.60125","0.179821624522318","0.0474005681818182","0.135023866461306","0.484323385738064","0.107073898692518"
"ibd1","0000","000","0","9.3","0.698115625","0.595125","0.147992049329909","0.0469489247311828","0.118468737605983","0.30444203261717","0.0598140842660174"
"ibd1","0000","000","0","8.4","0.731969765625","0.612375","0.166043600101122","0.0498214285714286","0.130938266645087","0.464526259528666","0.102087425432282"
