"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","8.7","0.681587591498134","0.568710888610763","0.161802293457663","0.0510201149425287","0.131545928431932","0.305956207269493","0.0628168604003089"
"ibd1","0000","000","0","8.5","0.71983","0.61175","0.140190801652712","0.0464705882352941","0.126030379024226","0.144322883233035","0.016637363157456"
"ibd1","0000","000","0","9.3","0.695975078125","0.57425","0.171228609405689","0.0433198924731183","0.145770373038673","0.220837731659382","0.0403842062932466"
"ibd1","0000","000","0","8.7","0.7035253125","0.569125","0.187788057666351","0.040301724137931","0.17795060023258","0.471792338424141","0.100835242383734"
"ibd1","0000","000","0","8.7","0.640635546875","0.53325","0.157470422114778","0.0533908045977012","0.141474475470594","0.254981528400989","0.0421590707017795"
"ibd1","0000","000","0","8.7","0.6653809375","0.548625","0.17112588774784","0.0502011494252874","0.159620012074991","0.253440488596277","0.0517630183605834"
"ibd1","0000","000","0","8.8","0.696816640625","0.581625","0.156676420064704","0.0524147727272727","0.134415765806439","0.117062098764437","0.0200511631333755"
"ibd1","0000","000","0","9.3","0.722634453125","0.58925","0.185073521164263","0.0388037634408602","0.161486355115288","0.515959999323414","0.111070095509334"
"ibd1","0000","000","0","9.4","0.766938984375","0.654625","0.147844950428975","0.0444813829787234","0.113508987214363","0.370184586129492","0.0849949131449773"
"ibd1","0000","000","0","9","0.718405859375","0.594875","0.167057471347382","0.0393472222222222","0.160017701266172","0.306539496154635","0.0612747869610041"
