"land","barr","mort","mcrun","A","He","Ho","Fis","Dps","Gst","Gstp","Djost"
"ibd1","0000","000","0","9.1","0.72104859375","0.617625","0.147118064496903","0.0398763736263736","0.152701125959633","0.299275820590787","0.0667936240036569"
"ibd1","0000","000","0","9.3","0.7168075","0.6045","0.154860352227894","0.0373118279569893","0.167561946246427","0.231709814338393","0.0434394891929498"
"ibd1","0000","000","0","8.3","0.668803671875","0.56675","0.1511638012563","0.0486144578313253","0.138660672407253","0.441329608159083","0.082807645223359"
"ibd1","0000","000","0","8.8","0.685052109375","0.563125","0.179676558693635","0.0389772727272727","0.178025182863127","0.549720989158286","0.114498552719808"
"ibd1","0000","000","0","8.6","0.723445234375","0.614625","0.150156718871518","0.0361918604651163","0.163399658677363","0.614143111000143","0.136749569625795"
"ibd1","0000","000","0","9","0.662813125","0.5625","0.144624641558338","0.04825","0.134177400561894","0.21788586153805","0.0363616728592614"
"ibd1","0000","000","0","8.2","0.708704296875","0.55075","0.230770664829235","0.0318140243902439","0.216520191866202","0.622607577395001","0.139231087136339"
"ibd1","0000","000","0","9.4","0.736171015625","0.628875","0.143646614637191","0.0371276595744681","0.154601407063981","0.381957862938795","0.0847072407808409"
"ibd1","0000","000","0","8.6","0.76293578125","0.625625","0.180928115168196","0.0312645348837209","0.180365775046363","0.708189314713133","0.16393021373011"
"ibd1","0000","000","0","8.7","0.69039359375","0.58875","0.144113630557437","0.0476293103448276","0.136945604170166","0.387129574833979","0.0751710016754661"
