,land,barr,mort,mcrun,A,He,Ho,Fis,Dps,Gst,Gstp,Djost
187,ibd1,0,50,1,9.2,0.695267969,0.66875,0.039475425,0.085991848,0.017129644,0.044694469,0.0099475
188,ibd1,0,50,2,8.7,0.678864375,0.651375,0.037641511,0.088577586,0.020618771,0.029225053,0.006248146
189,ibd1,0,50,3,9.1,0.69059259,0.651439299,0.05686846,0.082005495,0.026169953,0.017165298,0.004496171
190,ibd1,0,50,4,8.8,0.662224141,0.61525,0.071054115,0.085809659,0.024596466,0.002167113,0.002014484
191,ibd1,0,50,5,9,0.72515875,0.691625,0.045560661,0.087736111,0.016958876,0.018860148,0.006085939
192,ibd1,0,50,6,9.1,0.690871953,0.65025,0.059234899,0.080206044,0.02749411,0.078062728,0.015683585
193,ibd1,0,50,7,9,0.751069297,0.706375,0.059693625,0.074722222,0.03458902,0.118181627,0.026673811
194,ibd1,0,50,8,8.8,0.742716016,0.7015,0.055421955,0.085071023,0.022074653,0.045406532,0.011316489
195,ibd1,0,50,9,8.5,0.707103906,0.6735,0.048319795,0.087338235,0.026043684,0.077067251,0.016677835
196,ibd1,0,75,0,9.1,0.71672312,0.663032581,0.074364045,0.069162088,0.04304914,0.159131479,0.033593646
197,ibd1,0,75,1,9.1,0.690321719,0.6405,0.070384291,0.07407967,0.046559373,0.062035677,0.010622429
198,ibd1,0,75,2,8.8,0.639714693,0.602878598,0.057246708,0.078210227,0.041234429,0.082020552,0.015191208
199,ibd1,0,75,3,9.1,0.725288594,0.679375,0.064573658,0.076923077,0.03171087,0.114948199,0.025068938
200,ibd1,0,75,4,9,0.704701641,0.64525,0.085168309,0.070333333,0.050903708,0.187214433,0.038467641
201,ibd1,0,75,5,9.1,0.720897109,0.671625,0.068094613,0.069052198,0.047055211,0.143002029,0.030681621
202,ibd1,0,75,6,9,0.726855078,0.688375,0.055524925,0.075333333,0.035864067,0.165056861,0.036107831
203,ibd1,0,75,7,9.2,0.619691172,0.574375,0.073254963,0.075230978,0.045017454,0.07002527,0.011950056
204,ibd1,0,75,8,9.3,0.705765703,0.660125,0.061201257,0.071384409,0.037831868,0.112152822,0.018410674
205,ibd1,0,75,9,9.3,0.694374766,0.635875,0.085174376,0.069126344,0.047093515,0.137590163,0.030055025
206,ibd1,0,100,0,8.2,0.721465313,0.547,0.24593294,0.031036585,0.215700352,0.524945813,0.10374457
207,ibd1,0,100,1,8.8,0.753301953,0.632,0.158592432,0.036193182,0.144516386,0.513159641,0.114864294
208,ibd1,0,100,2,8.4,0.684109145,0.478517588,0.298008592,0.026532738,0.279635244,0.286559625,0.045867591
209,ibd1,0,100,3,9,0.699014782,0.546356784,0.209198302,0.032513889,0.194143238,0.445372037,0.08730448
210,ibd1,0,100,4,8.7,0.746510547,0.609625,0.183183727,0.034310345,0.173167242,0.564085135,0.126843201
211,ibd1,0,100,5,8.7,0.729670968,0.551758794,0.24672709,0.031077586,0.218157199,0.442546283,0.093866659
212,ibd1,0,100,6,8.9,0.725764844,0.5545,0.243555034,0.027879213,0.214835334,0.720585116,0.165718439
213,ibd1,0,100,7,8.3,0.712594297,0.535125,0.251368022,0.031460843,0.236017364,0.564073946,0.123872296
214,ibd1,0,100,8,8.5,0.706753083,0.61270648,0.128268352,0.050794118,0.130950328,0.210621869,0.043620133
215,ibd1,0,100,9,8.8,0.739272192,0.595608532,0.193794286,0.040383523,0.171734043,0.145629401,0.033052011
216,ibd1,750,0,0,8.8,0.741924453,0.723,0.02495378,0.086434659,0.016546873,0.059928151,0.014141967
217,ibd1,750,0,1,8.8,0.733074688,0.7015,0.041205313,0.089090909,0.015344955,0.008188188,0.005274879
218,ibd1,750,0,2,8.8,0.697063203,0.658625,0.054711075,0.090823864,0.014466746,0.038792272,0.008658877
219,ibd1,750,0,3,9.1,0.696777578,0.663125,0.048632052,0.090879121,0.010690953,0.013575642,0.004514228
220,ibd1,750,0,4,8.9,0.695920313,0.667875,0.040735496,0.08758427,0.019390164,0.044494805,0.01096029
221,ibd1,750,0,5,9,0.689060234,0.657625,0.044710719,0.085763889,0.017128259,0.059798324,0.011900767
222,ibd1,750,0,6,8.4,0.666285234,0.644125,0.035752464,0.09422619,0.015884102,0.006749531,0.002881786
223,ibd1,750,0,7,8.5,0.736312813,0.705875,0.042857088,0.094514706,0.015542742,0.022807793,0.006423112
224,ibd1,750,0,8,9,0.720505,0.700375,0.028544427,0.089694444,0.010883976,0.04264519,0.00960028
225,ibd1,750,0,9,8.8,0.692163516,0.665625,0.039048081,0.084872159,0.022958045,0.049497887,0.011924748
226,ibd1,750,25,0,8.8,0.706183125,0.682125,0.031510017,0.084289773,0.023106624,0.081834186,0.017066986
227,ibd1,750,25,1,9.1,0.766804219,0.73425,0.042922991,0.083887363,0.016993782,0.057383148,0.013244366
228,ibd1,750,25,2,8.5,0.734756641,0.696375,0.051882687,0.089426471,0.020360035,0.089461252,0.001370844
229,ibd1,750,25,3,9.5,0.749581484,0.7155,0.045335708,0.080881579,0.015488653,0.059439815,0.013801828
230,ibd1,750,25,4,9.2,0.699487109,0.66725,0.046972172,0.083913043,0.021392264,0.051487108,0.01202662
231,ibd1,750,25,5,9.1,0.744476016,0.7175,0.035730426,0.080851648,0.022621259,0.116650256,0.025171708
232,ibd1,750,25,6,9.3,0.789402578,0.749625,0.050482017,0.075954301,0.024006442,0.145597961,0.033579922
233,ibd1,750,25,7,8.5,0.717009766,0.691625,0.035106896,0.091191176,0.017163631,0.078223649,0.017090198
234,ibd1,750,25,8,9.2,0.686714375,0.662,0.036466311,0.088152174,0.012485148,0.020877728,0.005100761
235,ibd1,750,25,9,8.5,0.710383594,0.686625,0.034278478,0.094220588,0.014752446,0.045752966,0.009851183
236,ibd1,750,50,0,8.8,0.719717109,0.680375,0.053413196,0.082230114,0.028038826,0.085084563,0.018479274
237,ibd1,750,50,1,9,0.707793516,0.6715,0.050694447,0.081208333,0.024344864,0.073120133,0.015657701
238,ibd1,750,50,2,8.6,0.698105313,0.659875,0.053518851,0.083837209,0.031588329,0.094617927,0.019717871
239,ibd1,750,50,3,8.9,0.688636641,0.648875,0.058411533,0.079578652,0.030251759,0.090227615,0.017319362
