,land,barr,mort,mcrun,A,He,Ho,Fis,Dps,Gst,Gstp,Djost
506,ibr20,750,100,0,8.7,0.741301514,0.581532663,0.219680359,0.033275862,0.172275104,0.634986609,0.144224551
507,ibr20,750,100,1,8.9,0.716271748,0.548560701,0.243307671,0.037275281,0.192544029,0.509575252,0.111473104
508,ibr20,750,100,2,8.8,0.7342646,0.541161616,0.266325126,0.031519886,0.202962885,0.605744072,0.137599734
509,ibr20,750,100,3,9,0.738663705,0.594191919,0.194714097,0.039569444,0.15658206,0.46282316,0.10115234
510,ibr20,750,100,4,9,0.736321458,0.571804511,0.22269107,0.032555556,0.177851549,0.599309425,0.13516809
511,ibr20,750,100,5,9,0.764314766,0.586375,0.235584128,0.029444444,0.194885119,0.687952895,0.161150687
512,ibr20,750,100,6,8.7,0.640891075,0.488721805,0.232979348,0.040100575,0.195187391,0.439139143,0.07912886
513,ibr20,750,100,7,9.1,0.703230664,0.503152585,0.287740522,0.024587912,0.252238026,0.689164901,0.154905301
514,ibr20,750,100,8,8.7,0.718149853,0.547929737,0.23820765,0.029281609,0.211603974,0.676168624,0.151212129
515,ibr20,750,100,9,8.5,0.719338917,0.593609023,0.173025757,0.052632353,0.132242476,0.471359372,0.101073605
516,ibr20,1500,0,0,8.8,0.728625056,0.65839599,0.094107976,0.064502841,0.066651836,0.228497944,0.049361561
517,ibr20,1500,0,1,8.7,0.679000767,0.608919598,0.102005899,0.081637931,0.033750054,0.08142562,0.016716997
518,ibr20,1500,0,2,9.6,0.689030067,0.634629862,0.077346162,0.066119792,0.046391738,0.16340907,0.031580616
519,ibr20,1500,0,3,8.9,0.679179977,0.61419598,0.093950184,0.074508427,0.042249948,0.086150597,0.012314923
520,ibr20,1500,0,4,8.4,0.647894583,0.588986233,0.095022678,0.084970238,0.037285607,0.067835491,0.009906886
521,ibr20,1500,0,5,8.5,0.690395523,0.614429109,0.112381475,0.080161765,0.045435511,0.094526558,0.021372159
522,ibr20,1500,0,6,8.8,0.742405413,0.677415307,0.087107376,0.077926136,0.03252338,0.145554604,0.032500434
523,ibr20,1500,0,7,8.7,0.740408924,0.673207547,0.091578,0.07466954,0.037570403,0.177058759,0.035725133
524,ibr20,1500,0,8,8.7,0.702521341,0.646741855,0.080161547,0.078462644,0.038366482,0.113863621,0.023510375
525,ibr20,1500,0,9,9.6,0.744703158,0.690601504,0.07243127,0.07375,0.022903504,0.116039788,0.025428198
526,ibr20,1500,25,0,9,0.691024138,0.619974874,0.095532389,0.070416667,0.050300574,0.13882876,0.02172685
527,ibr20,1500,25,1,8.3,0.701662207,0.651754386,0.073320267,0.082996988,0.035604687,0.144187141,0.029472445
528,ibr20,1500,25,2,9.4,0.701331885,0.640726817,0.084793558,0.070771277,0.040357957,0.130652199,0.025961717
529,ibr20,1500,25,3,9.4,0.701543852,0.647103275,0.077865168,0.073178191,0.030010349,0.107437727,0.022115558
530,ibr20,1500,25,4,8.2,0.684483577,0.621526909,0.089346037,0.080335366,0.044084033,0.108602946,0.022191178
531,ibr20,1500,25,5,8.2,0.712268581,0.630943396,0.115112426,0.082088415,0.039071328,0.081440803,0.018645536
532,ibr20,1500,25,6,8.6,0.673951641,0.625625,0.067751558,0.080828488,0.034317939,0.092258544,0.018132426
533,ibr20,1500,25,7,8.7,0.687203106,0.611889862,0.108048919,0.069310345,0.067921396,0.184079567,0.037646177
534,ibr20,1500,25,8,8.5,0.640378703,0.590314465,0.078951278,0.087088235,0.025974568,0.060327453,0.011662484
535,ibr20,1500,25,9,9.2,0.656004045,0.596115288,0.089238152,0.077798913,0.032038571,0.047361111,0.010586407
536,ibr20,1500,50,0,8.9,0.727721638,0.664285714,0.087211182,0.072345506,0.043370286,0.163984695,0.034486504
537,ibr20,1500,50,1,9,0.696688792,0.630390921,0.095319232,0.070111111,0.055749618,0.082914937,0.018570355
538,ibr20,1500,50,2,9.1,0.683323128,0.602515723,0.113888605,0.067307692,0.067831937,0.085153329,0.016345487
539,ibr20,1500,50,3,9.3,0.729509736,0.645420326,0.117002525,0.05844086,0.070344356,0.269390076,0.058413395
540,ibr20,1500,50,4,9.3,0.731313795,0.656641604,0.10080637,0.066733871,0.044947213,0.126699316,0.026068895
541,ibr20,1500,50,5,8.5,0.675860991,0.599874055,0.110413054,0.076088235,0.045979631,0.083530995,0.017389526
542,ibr20,1500,50,6,8.6,0.736031094,0.62825,0.147068626,0.062369186,0.082053688,0.305045734,0.065783442
543,ibr20,1500,50,7,8.8,0.741821267,0.649749373,0.123849845,0.062215909,0.069486884,0.345276387,0.075554423
544,ibr20,1500,50,8,8.8,0.689209788,0.62593985,0.09278103,0.073877841,0.051935491,0.116903252,0.024233703
545,ibr20,1500,50,9,9,0.671661094,0.61,0.088380838,0.072763889,0.04774401,0.131072686,0.025033194
546,ibr20,1500,75,0,8.7,0.624299077,0.554224464,0.111944685,0.069841954,0.072748614,0.059545484,0.008072231
547,ibr20,1500,75,1,8.8,0.689958344,0.6,0.130674128,0.062443182,0.08734973,0.240114711,0.048497261
548,ibr20,1500,75,2,8.8,0.716347343,0.626388889,0.12730233,0.058821023,0.079727472,0.258402842,0.054829055
549,ibr20,1500,75,3,9,0.710921251,0.602141058,0.155729005,0.057388889,0.099869451,0.193939035,0.042036772
550,ibr20,1500,75,4,8.8,0.705313432,0.630538173,0.104321515,0.06046875,0.075824185,0.253146551,0.051818427
551,ibr20,1500,75,5,8.6,0.712191945,0.649436796,0.08821574,0.066119186,0.063306645,0.277393089,0.058198042
552,ibr20,1500,75,6,8.9,0.749067708,0.627478043,0.161889986,0.051825843,0.106773953,0.429260605,0.095722167
553,ibr20,1500,75,7,8.6,0.730070078,0.634375,0.128869323,0.064389535,0.080811297,0.201703925,0.042659217
554,ibr20,1500,75,8,8.8,0.711701403,0.611403509,0.136963531,0.063451705,0.072219158,0.192658432,0.037145002
555,ibr20,1500,75,9,8.9,0.707665624,0.618671679,0.122375025,0.060744382,0.075811464,0.255080415,0.052382681
556,ibr20,1500,100,0,8.9,0.722738391,0.531738035,0.260436045,0.02744382,0.221959274,0.577594287,0.122031754
557,ibr20,1500,100,1,9,0.75033307,0.602882206,0.197316988,0.035944444,0.146435186,0.561996294,0.125591426
558,ibr20,1500,100,2,9.2,0.700425336,0.545100503,0.215271115,0.035815217,0.173747552,0.331015385,0.06268964
559,ibr20,1500,100,3,9.2,0.778088731,0.649621212,0.16550947,0.042690217,0.115327074,0.532850669,0.121607861
560,ibr20,1500,100,4,8.8,0.758215249,0.586449184,0.228737676,0.029346591,0.183830335,0.762527979,0.17787598
561,ibr20,1500,100,5,8.9,0.763168026,0.608701135,0.202473583,0.038539326,0.139672539,0.4915479,0.111843531
562,ibr20,1500,100,6,9,0.696718009,0.562358846,0.190814269,0.043652778,0.1308769,0.25945319,0.048686857
563,ibr20,1500,100,7,9.2,0.706308729,0.579596977,0.173892276,0.043804348,0.13114444,0.206600683,0.038383073
564,ibr20,1500,100,8,8.8,0.706159233,0.602007528,0.144636041,0.059232955,0.092140933,0.309980807,0.057062962
565,ibr20,1500,100,9,8.5,0.723701875,0.613375,0.145482298,0.051073529,0.117327634,0.308711645,0.063118762
566,ibr20,2250,0,0,8.8,0.707220234,0.60025,0.151795585,0.052954545,0.109329424,0.340932693,0.071414386
567,ibr20,2250,0,1,9,0.6826158,0.571769134,0.162641446,0.0575,0.106441901,0.234299875,0.048393018
568,ibr20,2250,0,2,8.7,0.72624522,0.629485571,0.134251788,0.058793103,0.086840649,0.320252315,0.06648081
569,ibr20,2250,0,3,8.3,0.74593594,0.618272841,0.171591527,0.051340361,0.115771481,0.459701663,0.101601377
570,ibr20,2250,0,4,8.5,0.728312534,0.597121402,0.177318008,0.044897059,0.142914775,0.305013019,0.061179839
571,ibr20,2250,0,5,8.8,0.666862253,0.528195489,0.208993501,0.050170455,0.150820265,0.308925292,0.061681388
572,ibr20,2250,0,6,9,0.705031869,0.567209011,0.19502358,0.044888889,0.153572015,0.37092398,0.079388555
573,ibr20,2250,0,7,9,0.705535549,0.595994994,0.155264733,0.050902778,0.118640535,0.242959042,0.051567078
574,ibr20,2250,0,8,8.6,0.712446875,0.59875,0.15551295,0.053270349,0.099567484,0.275378791,0.047259653
575,ibr20,2250,0,9,8.7,0.687017198,0.584461153,0.14938518,0.055818966,0.096764712,0.340565502,0.067989452
576,ibr20,2250,25,0,9,0.721064311,0.573803526,0.204862541,0.042375,0.15438875,0.456029704,0.099481774
577,ibr20,2250,25,1,9.1,0.742417918,0.605513784,0.184189701,0.040521978,0.145625871,0.513607047,0.11441349
578,ibr20,2250,25,2,8.9,0.712133639,0.588596491,0.171447792,0.043272472,0.138302394,0.313811517,0.063800064
579,ibr20,2250,25,3,8.6,0.708385703,0.593125,0.157975996,0.047587209,0.138997857,0.296823476,0.057776462
580,ibr20,2250,25,4,9.1,0.685000415,0.55456821,0.180603115,0.045068681,0.149536487,0.343972054,0.065511521
581,ibr20,2250,25,5,9,0.699988035,0.583312422,0.166869642,0.051611111,0.120520116,0.246306556,0.052796617
582,ibr20,2250,25,6,8.6,0.736883828,0.5915,0.19641449,0.044680233,0.144265185,0.344647006,0.074152764
583,ibr20,2250,25,7,8.6,0.699096101,0.56583229,0.188639889,0.050886628,0.134406203,0.363626212,0.074847737
584,ibr20,2250,25,8,9.3,0.755468794,0.618421053,0.178787408,0.044717742,0.126059647,0.33113819,0.07202039
585,ibr20,2250,25,9,9.4,0.748642395,0.58580402,0.219853508,0.034468085,0.165288644,0.578209324,0.131375325
586,ibr20,2250,50,0,8.5,0.650413171,0.53412798,0.170794338,0.056161765,0.131237054,0.165932192,0.032202139
587,ibr20,2250,50,1,8.8,0.735039117,0.610150376,0.168012697,0.050823864,0.107933681,0.217182294,0.040717589
588,ibr20,2250,50,2,9.2,0.75486012,0.588819095,0.223686794,0.030529891,0.193555621,0.680667402,0.15867394
589,ibr20,2250,50,3,8.9,0.68846458,0.603553299,0.119536402,0.063707865,0.078360726,0.066310414,0.01433725
590,ibr20,2250,50,4,9.3,0.764916678,0.640601504,0.161154348,0.040766129,0.116117198,0.515798846,0.115638333
591,ibr20,2250,50,5,9,0.713795297,0.543107769,0.24340902,0.037944444,0.192368535,0.528361638,0.11254045
592,ibr20,2250,50,6,8.5,0.670598828,0.56825,0.15104871,0.061647059,0.099355948,0.197790493,0.03833104
593,ibr20,2250,50,7,9.1,0.71190986,0.59749059,0.15959399,0.043804945,0.125480451,0.391781709,0.08108569
594,ibr20,2250,50,8,9.3,0.709752608,0.554260652,0.217419345,0.040537634,0.166859721,0.498858515,0.107281469
595,ibr20,2250,50,9,8.8,0.651360864,0.555974843,0.143869616,0.061178977,0.089487743,0.218741805,0.040470337
596,ibr20,2250,75,0,9,0.76107297,0.6293601,0.173134385,0.042930556,0.12684422,0.427489024,0.093647368
597,ibr20,2250,75,1,8.5,0.691717546,0.602005013,0.131311045,0.065088235,0.072208576,0.25820502,0.052534474
598,ibr20,2250,75,2,8.6,0.710796493,0.565413534,0.206082231,0.041206395,0.163417997,0.49782775,0.106473763
599,ibr20,2250,75,3,9.5,0.764462134,0.549748111,0.283424978,0.021855263,0.223528697,0.675533657,0.155051084
600,ibr20,2250,75,4,8.7,0.653166172,0.51672956,0.210638401,0.046465517,0.180009319,0.380566466,0.076716721
601,ibr20,2250,75,5,9,0.767472409,0.651002506,0.156599046,0.043361111,0.118662265,0.498378367,0.113335723
602,ibr20,2250,75,6,8.6,0.646265983,0.525281602,0.183869644,0.051119186,0.145197219,0.191166699,0.030800338
603,ibr20,2250,75,7,9.1,0.778002848,0.651446541,0.162096086,0.037211538,0.125470221,0.514290673,0.112344801
604,ibr20,2250,75,8,9.3,0.781685634,0.626976161,0.203346611,0.031962366,0.157177428,0.656275456,0.153001326
605,ibr20,2250,75,9,9,0.705260802,0.592055485,0.154893797,0.050125,0.116194018,0.224749605,0.046492308
606,ibr20,2250,100,0,8.9,0.716485539,0.532315522,0.255014558,0.028342697,0.207092814,0.548070631,0.118013823
607,ibr20,2250,100,1,8.7,0.737145703,0.5365,0.266280838,0.025272989,0.218015051,0.48773015,0.094270393
608,ibr20,2250,100,2,8.6,0.711734419,0.585138539,0.17534698,0.042732558,0.150624595,0.386591024,0.079019684
609,ibr20,2250,100,3,8.4,0.7119112,0.546992481,0.228389917,0.041592262,0.183339762,0.253327513,0.050931611
610,ibr20,2250,100,4,8.5,0.696411563,0.545625,0.210357167,0.040514706,0.176195749,0.427227351,0.087581323
611,ibr20,2250,100,5,8.7,0.726735704,0.568210263,0.216421745,0.040574713,0.18323753,0.394288481,0.084699074
612,ibr20,2250,100,6,8.4,0.70744609,0.582706767,0.173363019,0.049345238,0.123163575,0.423045106,0.080014857
613,ibr20,2250,100,7,8.8,0.700964222,0.57074401,0.185027295,0.047244318,0.142201491,0.429117662,0.091963626
614,ibr20,2250,100,8,9.3,0.697197432,0.565782828,0.18786738,0.045981183,0.133680435,0.242185884,0.049537827
615,ibr20,2250,100,9,8.5,0.653330961,0.501507538,0.220037808,0.049602941,0.172674068,0.091719689,0.016795903
616,ibr20,3000,0,0,8.9,0.759257244,0.601253133,0.207761972,0.032457865,0.164961175,0.640485922,0.146211906
617,ibr20,3000,0,1,8.8,0.697736567,0.569631512,0.179541722,0.043522727,0.151029873,0.36673161,0.075535664
618,ibr20,3000,0,2,8.9,0.725107283,0.573830594,0.205028638,0.039115169,0.152292351,0.433695316,0.091147063
619,ibr20,3000,0,3,9.3,0.761387354,0.582434128,0.239248857,0.023978495,0.186263171,0.717173771,0.165791574
620,ibr20,3000,0,4,9.1,0.701854634,0.518898623,0.259494313,0.030274725,0.218471372,0.614523489,0.13397366
621,ibr20,3000,0,5,9.4,0.674394375,0.54875,0.182886725,0.041037234,0.14364918,0.347360134,0.068432488
622,ibr20,3000,0,6,9,0.706222381,0.591613723,0.164035785,0.046388889,0.119560964,0.356791851,0.075312248
623,ibr20,3000,0,7,9,0.717158594,0.5595,0.226965467,0.045222222,0.167032647,0.274836979,0.060748331
624,ibr20,3000,0,8,8.9,0.730704544,0.536523929,0.264343925,0.028160112,0.214009509,0.73173939,0.163539845
625,ibr20,3000,0,9,8.7,0.683666117,0.560556258,0.180399587,0.043462644,0.138349185,0.39568845,0.076706447
626,ibr20,3000,25,0,8.9,0.696632132,0.536762861,0.231439597,0.034044944,0.192538154,0.455888643,0.094099275
627,ibr20,3000,25,1,9.2,0.711775436,0.569336671,0.200511488,0.038804348,0.159015802,0.327538663,0.064260017
628,ibr20,3000,25,2,9.4,0.708085435,0.54155194,0.237018883,0.034095745,0.195101106,0.395668013,0.084553348
629,ibr20,3000,25,3,8.9,0.671426412,0.527101631,0.213791425,0.043286517,0.176700105,0.360549953,0.06254925
630,ibr20,3000,25,4,9.4,0.752791641,0.5615,0.253076609,0.025518617,0.203556006,0.357169358,0.077725151
631,ibr20,3000,25,5,9.2,0.699269006,0.566666667,0.188121156,0.045461957,0.15146113,0.187598081,0.037342087
632,ibr20,3000,25,6,8.6,0.707176127,0.574905422,0.183497035,0.046497093,0.130165086,0.401181987,0.085251798
633,ibr20,3000,25,7,9.3,0.718509922,0.55075,0.237485689,0.030188172,0.183491466,0.6662488,0.147432002
634,ibr20,3000,25,8,9.1,0.706590391,0.50225,0.305978332,0.030288462,0.24846595,0.591691781,0.135555915
635,ibr20,3000,25,9,9.1,0.714364485,0.6,0.157466119,0.046593407,0.131122082,0.367995177,0.077113302
636,ibr20,3000,50,0,9.3,0.707318371,0.577175284,0.181116087,0.039274194,0.156933318,0.497417323,0.104557151
637,ibr20,3000,50,1,9,0.745843539,0.609296482,0.182375793,0.033194444,0.157039498,0.514865374,0.111397647
638,ibr20,3000,50,2,8.4,0.709830639,0.572361809,0.193751256,0.047366071,0.144988175,0.434585491,0.093568123
639,ibr20,3000,50,3,8.5,0.712676563,0.52875,0.2582505,0.029044118,0.230455478,0.552953702,0.122659462
640,ibr20,3000,50,4,8.9,0.656786997,0.49798995,0.234546399,0.041123596,0.197258834,0.371162267,0.065037221
641,ibr20,3000,50,5,9.3,0.712882109,0.4885,0.31970909,0.024462366,0.269941099,0.703259937,0.162598222
642,ibr20,3000,50,6,8.6,0.704379667,0.545969773,0.222316252,0.038604651,0.19187778,0.451959318,0.096310502
643,ibr20,3000,50,7,9.3,0.713381172,0.563875,0.208570299,0.037916667,0.152743131,0.463218463,0.092597328
644,ibr20,3000,50,8,9.1,0.700264716,0.475784191,0.324594034,0.026318681,0.274958532,0.696572109,0.159096426
645,ibr20,3000,50,9,8.9,0.65913358,0.502756892,0.225325719,0.042064607,0.193001191,0.243446429,0.028999525
646,ibr20,3000,75,0,9.3,0.708111608,0.541687657,0.232217085,0.032983871,0.193143791,0.528180113,0.111978085
647,ibr20,3000,75,1,9.4,0.750462031,0.598743719,0.196121436,0.034441489,0.153944634,0.459370398,0.092085878
648,ibr20,3000,75,2,9.1,0.697250433,0.548055207,0.21255829,0.03717033,0.16752255,0.506833218,0.109057401
649,ibr20,3000,75,3,9.3,0.737358668,0.61821608,0.159323084,0.039905914,0.129906873,0.360030086,0.078071305
650,ibr20,3000,75,4,9.3,0.719488906,0.56025,0.223215158,0.036841398,0.163211395,0.592086941,0.131164029
651,ibr20,3000,75,5,8.6,0.734079922,0.5935,0.189398176,0.045523256,0.129706587,0.498214325,0.107952839
652,ibr20,3000,75,6,8.7,0.725997688,0.567334168,0.2195506,0.038893678,0.169113226,0.506004872,0.11263895
653,ibr20,3000,75,7,8.8,0.720380582,0.54784264,0.24308757,0.035852273,0.182701896,0.583933004,0.128457507
654,ibr20,3000,75,8,9.1,0.718831866,0.586506936,0.179119075,0.036318681,0.150589141,0.409442683,0.082315076
655,ibr20,3000,75,9,8.8,0.721390991,0.584316186,0.18814069,0.043309659,0.153989093,0.317839322,0.068535472
656,ibr20,3000,100,0,8.8,0.688316286,0.540276035,0.211070723,0.040482955,0.168413251,0.354550199,0.066510844
657,ibr20,3000,100,1,9.3,0.726678765,0.5922403,0.18544005,0.039811828,0.123658617,0.39542787,0.081690507
658,ibr20,3000,100,2,8.4,0.711680234,0.54775,0.228882077,0.035848214,0.190171947,0.487069463,0.104717297
659,ibr20,3000,100,3,9.2,0.728767969,0.56175,0.227111882,0.035638587,0.181332222,0.407612432,0.08842933
660,ibr20,3000,100,4,8.6,0.713724211,0.593617021,0.167688041,0.048561047,0.135888607,0.315022073,0.06750328
661,ibr20,3000,100,5,8.9,0.668743529,0.576884422,0.136716275,0.054550562,0.100682526,0.262774228,0.052270938
662,ibr20,3000,100,6,9.7,0.751776312,0.576005025,0.235523237,0.032048969,0.178434483,0.406463859,0.092986431
663,ibr20,3000,100,7,8.3,0.715286309,0.570351759,0.205858214,0.042771084,0.155822863,0.449846976,0.096400177
664,ibr20,3000,100,8,8.8,0.672081563,0.57525,0.136322788,0.054872159,0.096936344,0.241372334,0.040851966
665,ibr20,3000,100,9,9.2,0.669346782,0.532371393,0.203920762,0.0453125,0.167285881,0.360252418,0.069415819
666,ibr21,0,0,0,9.1,0.733793812,0.67361809,0.08186438,0.082733516,0.018536216,0.077754042,0.017648004
667,ibr21,0,0,1,8.7,0.64241707,0.604630788,0.058287956,0.092931034,0.013875208,0.03676074,0.006367835
668,ibr21,0,0,2,8.9,0.751198833,0.713944724,0.049991497,0.09122191,0.010742243,0.035520038,0.009254559
669,ibr21,0,0,3,8.5,0.72844167,0.665012723,0.086656147,0.085397059,0.023301404,0.079692908,0.017729703
670,ibr21,0,0,4,9,0.70134995,0.646356784,0.078145159,0.085833333,0.018901871,0.018363567,0.003481369
671,ibr21,0,0,5,8.7,0.742276794,0.676787955,0.088162426,0.082801724,0.026624894,0.112480244,0.024751682
672,ibr21,0,0,6,8.7,0.694023259,0.647044025,0.067997331,0.089942529,0.016128853,0.051151504,0.008852983
673,ibr21,0,0,7,8.8,0.675576787,0.631328321,0.061178141,0.087585227,0.016720273,0.066340634,0.011924567
674,ibr21,0,0,8,8.5,0.692727904,0.633333333,0.087369956,0.090955882,0.017789034,0.042335621,0.009637355
675,ibr21,0,0,9,9.4,0.743195169,0.689698492,0.072428818,0.076130319,0.026580715,0.110231341,0.024700799
676,ibr21,0,25,0,8.7,0.7124816,0.653526448,0.080611242,0.082801724,0.026097053,0.104598684,0.021926998
677,ibr21,0,25,1,8.9,0.759070873,0.710552764,0.063877493,0.083469101,0.019175164,0.091157136,0.020776203
678,ibr21,0,25,2,9,0.711307759,0.644247788,0.096673439,0.079069444,0.028475495,0.082817622,0.018155808
679,ibr21,0,25,3,9,0.714098114,0.665331665,0.06894551,0.081444444,0.025497667,0.104732311,0.022885111
680,ibr21,0,25,4,8.6,0.700100955,0.646057572,0.079132767,0.089578488,0.019896326,0.089603386,0.018995487
681,ibr21,0,25,5,9,0.678166635,0.623212045,0.081663184,0.082611111,0.026156489,0.031336438,0.007321135
682,ibr21,0,25,6,9.4,0.771477188,0.701,0.092258333,0.076529255,0.025982277,0.070740364,0.018803002
683,ibr21,0,25,7,8.9,0.665277176,0.618444166,0.067334722,0.08380618,0.030087477,0.023355326,0.000985555
684,ibr21,0,25,8,8.6,0.672646445,0.620728643,0.074786366,0.087790698,0.019583522,0.059715456,0.012202005
685,ibr21,0,25,9,9.1,0.686614213,0.642177722,0.063060751,0.081043956,0.023766799,0.055672996,0.011559454
686,ibr21,0,50,0,8.4,0.706481646,0.637766625,0.100664827,0.080565476,0.044478548,0.084888191,0.019754659
687,ibr21,0,50,1,8.8,0.706052483,0.645477387,0.0878313,0.08453125,0.023002843,0.062403407,0.012417661
688,ibr21,0,50,2,8.2,0.661578551,0.586323714,0.114569005,0.083216463,0.051300747,0.074182297,0.015549804
689,ibr21,0,50,3,9,0.670974664,0.621052632,0.070496964,0.080625,0.026617376,0.04097379,0.009321338
690,ibr21,0,50,4,9.3,0.728022151,0.661783439,0.090899914,0.069986559,0.035609319,0.161806977,0.034059921
691,ibr21,0,50,5,9,0.717568606,0.663944724,0.072731301,0.079611111,0.029661146,0.080537129,0.01697549
692,ibr21,0,50,6,8.7,0.706602969,0.638125,0.096762536,0.082887931,0.033866509,0.107112643,0.023009891
693,ibr21,0,50,7,9.2,0.765541144,0.684343434,0.105917723,0.073029891,0.028332855,0.138063101,0.030968049
694,ibr21,0,50,8,9,0.694564079,0.640806045,0.079080043,0.078097222,0.02813327,0.070394967,0.013368592
695,ibr21,0,50,9,9.1,0.70602426,0.64110971,0.093081174,0.07793956,0.032695775,0.127117502,0.027049675
696,ibr21,0,75,0,8.7,0.728725209,0.633333333,0.130467095,0.065502874,0.06807355,0.216451466,0.045850789
697,ibr21,0,75,1,8.4,0.647079949,0.595238095,0.071879517,0.080446429,0.043117922,0.053672279,0.005740911
698,ibr21,0,75,2,8.6,0.690991399,0.623279099,0.101349603,0.073212209,0.047837501,0.160495448,0.032685361
699,ibr21,0,75,3,8.8,0.751243292,0.670138018,0.107971646,0.070255682,0.0491789,0.211297326,0.046316276
700,ibr21,0,75,4,9,0.702088845,0.640811153,0.086396432,0.070861111,0.047648925,0.120385578,0.022783765
701,ibr21,0,75,5,8.6,0.712156626,0.626835443,0.121487445,0.071235465,0.058383135,0.19540149,0.041705545
702,ibr21,0,75,6,8.3,0.67092512,0.62593985,0.064719358,0.088343373,0.028597049,0.072928766,0.014838814
703,ibr21,0,75,7,8.6,0.729507453,0.657716437,0.097767657,0.076337209,0.038704547,0.148212513,0.031489807
704,ibr21,0,75,8,9.2,0.729516479,0.662326169,0.091720714,0.065258152,0.05060013,0.209338611,0.042438182
705,ibr21,0,75,9,8.8,0.722652409,0.653485425,0.095861107,0.072258523,0.038358184,0.178273878,0.03782032
706,ibr21,0,100,0,8.4,0.730590534,0.583776933,0.196452378,0.037008929,0.17393003,0.501199843,0.100122792
707,ibr21,0,100,1,8.2,0.679760924,0.548415716,0.183276026,0.05214939,0.147693357,0.30955133,0.059733068
708,ibr21,0,100,2,8.6,0.713071308,0.558121827,0.213425114,0.035872093,0.178693684,0.498344006,0.096495652
709,ibr21,0,100,3,9.1,0.720411657,0.55889029,0.228192138,0.03396978,0.17172579,0.616015438,0.138170273
710,ibr21,0,100,4,8.7,0.733996577,0.544642857,0.263355845,0.029066092,0.230633164,0.716592735,0.166243128
711,ibr21,0,100,5,8.8,0.677116868,0.506171285,0.242932728,0.035667614,0.211273516,0.417166962,0.071672055
712,ibr21,0,100,6,8.1,0.687491221,0.545489199,0.201025369,0.044814815,0.161224168,0.251912017,0.047470076
713,ibr21,0,100,7,9,0.749232882,0.544516129,0.268364971,0.020902778,0.218655183,0.593227033,0.122285234
714,ibr21,0,100,8,8.9,0.724422382,0.585750636,0.192972284,0.039115169,0.147966337,0.537420491,0.115712279
715,ibr21,0,100,9,8.9,0.681647597,0.495575221,0.271256436,0.03375,0.221487203,0.541628499,0.113848178
716,ibr21,750,0,0,8.8,0.720769936,0.654830615,0.089071345,0.086832386,0.018177116,0.061964388,0.013779189
717,ibr21,750,0,1,9.1,0.705219917,0.654818523,0.071347142,0.081936813,0.026184355,0.022797737,0.006171784
718,ibr21,750,0,2,9.2,0.766233203,0.716625,0.064968678,0.08107337,0.018704276,0.106330168,0.024258278
719,ibr21,750,0,3,8.6,0.727573246,0.677261307,0.068188687,0.088168605,0.019024507,0.065610514,0.014665816
720,ibr21,750,0,4,9.2,0.653523882,0.602002503,0.077249216,0.082540761,0.021283916,0.065440801,0.012262123
721,ibr21,750,0,5,8.7,0.719975144,0.676826196,0.058659789,0.087859195,0.019023951,0.052146697,0.011395031
722,ibr21,750,0,6,9.4,0.659644252,0.615519399,0.065599523,0.084827128,0.015336496,0.022522582,0.002104528
723,ibr21,750,0,7,9.2,0.725815671,0.674843554,0.068802616,0.078491848,0.022099138,0.100745506,0.021782045
724,ibr21,750,0,8,8.8,0.724637031,0.677,0.066167406,0.088863636,0.014731793,0.063972972,0.01383515
725,ibr21,750,0,9,8.7,0.712425349,0.65138191,0.084408207,0.083189655,0.027979813,0.063901948,0.014332905
726,ibr21,750,25,0,9,0.670144032,0.613909774,0.083785772,0.081319444,0.029122282,0.082745174,0.01714145
727,ibr21,750,25,1,9,0.655717021,0.619874214,0.05073463,0.080555556,0.026884289,0.025989847,0.004674053
728,ibr21,750,25,2,8.7,0.706437852,0.648746867,0.081616018,0.083362069,0.028329862,0.103622975,0.02173288
729,ibr21,750,25,3,8.6,0.706079043,0.663556116,0.062179901,0.087398256,0.021309261,0.070951235,0.016187915
730,ibr21,750,25,4,8.6,0.638824922,0.589875,0.07843359,0.090348837,0.018692897,0.022712747,0.003041672
731,ibr21,750,25,5,8.9,0.713340885,0.662860728,0.071573681,0.082176966,0.026397727,0.08007784,0.016552358
732,ibr21,750,25,6,9.6,0.64906881,0.593601004,0.084351345,0.077213542,0.029299941,0.042266894,0.008624168
733,ibr21,750,25,7,9.1,0.690392943,0.645786164,0.064324529,0.08114011,0.02446813,0.073765564,0.014848104
734,ibr21,750,25,8,8.9,0.714612873,0.645477387,0.09766495,0.082022472,0.030454058,0.064476376,0.015481496
735,ibr21,750,25,9,8.8,0.712020478,0.650443599,0.086035354,0.077897727,0.03148069,0.11422097,0.024197479
736,ibr21,750,50,0,8.8,0.697005703,0.644125,0.076515708,0.080298295,0.028591289,0.082993899,0.017709669
737,ibr21,750,50,1,9.2,0.717791952,0.657446809,0.08428963,0.074279891,0.034827547,0.144296932,0.030296464
738,ibr21,750,50,2,8.6,0.653792209,0.590613267,0.096483518,0.080668605,0.039951636,0.125037701,0.023786508
739,ibr21,750,50,3,8.4,0.691656563,0.624,0.096360924,0.080252976,0.04325957,0.137706283,0.027249356
740,ibr21,750,50,4,8.8,0.684270391,0.625375,0.082810845,0.083068182,0.026756764,0.074629157,0.015382073
