"","land","predictor","coefficient","SE","t_val","p_val","adj_r2"
"1","pan0","(Intercept)","0.0414356463515445","0.0157591100817396","2.62931384682417","0.010979098729113","0.493882852533163"
"2","pan0","barr","0.0469104908974032","0.00625958531625971","7.49418508212516","4.77439842306912e-10","0.493882852533163"
"3","pan0","mort","0.053175400343809","0.0247599058529742","2.14764145952604","0.0360072247764854","0.493882852533163"
"4","ibd1","(Intercept)","0.0874308069182564","0.0042217050839442","20.709832918166","2.20111831005706e-35","0.637655980250654"
"5","ibd1","barr","0.0573607416808084","0.00523686226489496","10.9532652911884","4.70570276155633e-18","0.637655980250654"
"6","ibd1","mort","0.0594018500253889","0.00517862646216279","11.4705801739909","4.31033486795125e-19","0.637655980250654"
"7","ibr20","(Intercept)","0.124324556019118","0.0036458454307046","34.1003365014","4.00186347281093e-52","0.712169928088349"
"8","ibr20","barr","0.0612703685351312","0.00452253058422046","13.5478063429597","3.79928942604462e-23","0.712169928088349"
"9","ibr20","mort","0.0581300112054275","0.00447223840817482","12.9979678854266","4.29736204293503e-22","0.712169928088349"
"10","ibr21","(Intercept)","0.121582905521753","0.00377435935853696","32.2128589178327","3.95850614322768e-50","0.675985404703471"
"11","ibr21","barr","0.0601099115646111","0.0046819471530704","12.8386565673197","8.73490596845405e-22","0.675985404703471"
"12","ibr21","mort","0.0528623490622927","0.00462988220711289","11.4176444880348","5.49916279387125e-19","0.675985404703471"
"13","ibr22","(Intercept)","0.11505009226052","0.00347925614822237","33.0674395213189","4.80947252602973e-51","0.682580730051429"
"14","ibr22","barr","0.0548242489957612","0.00431588300704009","12.7029043434059","1.60224392531028e-21","0.682580730051429"
"15","ibr22","mort","0.0514218436499718","0.00426788882680397","12.048543375128","3.06728718680109e-20","0.682580730051429"
"16","ibr23","(Intercept)","0.153915873011873","0.00348348288590772","44.1844780218478","2.22401171599497e-61","0.700746032666979"
"17","ibr23","barr","0.0592477122990763","0.00432112611205286","13.7111740696059","1.86063351364737e-23","0.700746032666979"
"18","ibr23","mort","0.0508225093715878","0.00427307362659238","11.8936657340297","6.20830597939939e-20","0.700746032666979"
