"","land","adj_r2","(Intercept)","barr","mort"
"1","pan0",0.370454287522246,0.081075394743366,0.096007034049856,0.0944065435065947
"2","ibd1",0.54733615962944,0.154996061302815,0.142999770247323,0.139168587053051
"3","ibr20",0.624188421459319,0.228972849762177,0.176719044897967,0.175289496432133
"4","ibr21",0.60505707592229,0.207013183319236,0.183106509773867,0.155518114175284
"5","ibr22",0.626115023950523,0.18428854369854,0.153868989485227,0.131855655957376
"6","ibr23",0.636431622215122,0.235038989609129,0.149195522513972,0.140630504429578
"7","ibr24",0.626093147794256,0.210896844191664,0.168800838466497,0.17663396924086
"8","ibr25",0.565941488924944,0.153776410867856,0.142760350163962,0.10465422404199
"9","ibr26",0.607783677755481,0.187188601720323,0.153548607161844,0.116330322171592
"10","ibr27",0.594756301121094,0.174956698230772,0.175085078291247,0.156589222572234
"11","ibr28",0.617750254094016,0.186928883351181,0.161178071631221,0.147956508065896
"12","ibr29",0.486008375404119,0.186170880087916,0.137319219630825,0.125759801674189
"13","ibr40",0.373499838427678,0.241423404926653,0.142734046959721,0.107240614325933
"14","ibr41",0.504277023461612,0.198133437000913,0.15941243215984,0.133201932857008
"15","ibr42",0.475011169019597,0.187173281982368,0.151945221168164,0.122839103096026
"16","ibr43",-0.0175155951742143,0.642534461242636,-0.0183599344695036,-0.0146088542249101
"17","ibr44",0.413168624569408,0.275299986089532,0.133922746551898,0.137346856753392
"18","ibr45",0.498717125748536,0.175032241634119,0.174910371429462,0.14555867269597
"19","ibr46",0.494273662782444,0.205886704033816,0.147568846224343,0.165331470087609
"20","ibr47",0.47607156763987,0.172379277544051,0.164550736874831,0.140657093304954
"21","ibr48",0.501988117961588,0.225674812767777,0.177460168784354,0.184170095411732
"22","ibr49",0.369208445691449,0.282373421723842,0.12559705566878,0.133442921210528
