"","land","adj_r2","(Intercept)","barr","mort"
"1","pan0",0.370454287522246,-0.064509464106038,0.000088065791441511,0.00262714538157052
"2","ibd1",0.54733615962944,-0.0607589798898669,0.000131171513289798,0.00387278357151778
"3","ibr20",0.624188421459319,-0.0401450903477406,0.000162101690837003,0.00487795627172104
"4","ibr21",0.60505707592229,-0.0521789149086349,0.000167960815172714,0.00432775822766578
"5","ibr22",0.626115023950523,-0.0343977437339521,0.000141141682705095,0.00366927931810335
"6","ibr23",0.636431622215121,0.0133745215613209,0.000136854782566241,0.00391346580964794
"7","ibr24",0.626093147794257,-0.0530873651769809,0.000154838440564918,0.00491537026230792
"8","ibr25",0.565941488924944,-0.0358109717994559,0.000130951896890469,0.00291231784515608
"9","ibr26",0.607783677755481,-0.0195618075384184,0.000140847800874959,0.00323724031489788
"10","ibr27",0.594756301121094,-0.078815765572335,0.000160602878131935,0.00435756503314438
"11","ibr28",0.617750254094016,-0.0495509002650643,0.000147846192538862,0.00411733384573566
"12","ibr29",0.486008375404119,-0.0150812148891181,0.000125960830647465,0.00349964387937252
"13","ibr40",0.373499838427678,0.0499094469588765,0.000130927769361463,0.00298429191641233
"14","ibr41",0.504277023461612,-0.0258689258365263,0.000146226598318642,0.0037067435129336
"15","ibr42",0.475011169019597,-0.0232323370107657,0.000139377039300902,0.00341836667659001
"16","ibr43",-0.0175155951742143,0.667782080899264,-0.0000168412885146673,-0.00040653520912275
"17","ibr44",0.413168624569408,0.0679615721348234,0.000122845297574646,0.00382208845902399
"18","ibr45",0.498717125748536,-0.0703010094271125,0.00016044262218605,0.00405060688080417
"19","ibr46",0.494273662782444,-0.0331096659209789,0.000135362657158107,0.0046008443052317
"20","ibr47",0.47607156763987,-0.0612233714893989,0.000150939887046615,0.00391420572489692
"21","ibr48",0.501988117961588,-0.0507035259084687,0.000162781512500663,0.00512508558848503
"22","ibr49",0.369208445691449,0.0844359264132246,0.000115208268015558,0.00371344973706222
