"","land","(Intercept)","barr","mort"
"1","pan0",0.00158126767596745,0.000000000477439842306916,0.0360072247764851
"2","ibd1",0.827928811496656,0.00000000000000000470570276155633,0.000000000000000000431033486795122
"3","ibr20",0.0000136705144567774,0.0000000000000000000000379928942604473,0.000000000000000000000429736204293515
"4","ibr21",0.00000825374885126766,0.000000000000000000000873490596845412,0.000000000000000000549916279387133
"5","ibr22",0.00000366192151109865,0.00000000000000000000160224392531029,0.0000000000000000000306728718680116
"6","ibr23",0.00000000000000016901537647686,0.000000000000000000000018606335136474,0.0000000000000000000620830597939952
"7","ibr24",0.000000140689984933987,0.000000000000000000000171188551727664,0.000000000000000000010938128066767
"8","ibr25",0.00823397163482296,0.000000000000000000725566577118433,0.0000000000000000140581664693751
"9","ibr26",0.000000149024310972107,0.000000000000000000000296769797941564,0.000000000000000000348686272982567
"10","ibr27",0.0113104550369781,0.00000000000000000509055192004119,0.00000000000000000135420890736946
"11","ibr28",0.00000342118535271295,0.00000000000000000000165849883596949,0.00000000000000000000236593746638534
"12","ibr29",0.0000020674955442324,0.0000000000000000000000573973121973695,0.00000000000000000101181566898878
"13","ibr40",0.000000000000149422490204418,0.0000000000000000000029457255239091,0.0000000000000000187424637207428
"14","ibr41",0.00000432509925788671,0.000000000000000000414673237179228,0.00000000000000000808575980146713
"15","ibr42",0.00000000436008842132238,0.000000000000000000608491016609116,0.00000000000000240028663187605
"16","ibr43",0.00000000000000000000000000000000000000000000233685933700759,0.872797433343094,0.320029072655315
"17","ibr44",0.00000000000000000000000000256548931914089,0.000000000000763270550424023,0.000000000000353038211103791
"18","ibr45",0.247101908811855,0.00000000000000000203878784916909,0.0000000000000000255627255727447
"19","ibr46",0.0000459656139983338,0.000000000000000000186177962090222,0.00000000000000000000685155595230198
"20","ibr47",0.411541361402139,0.00000000000000000529096967830857,0.0000000000000000312386029644524
"21","ibr48",0.000000000000000179825181211501,0.00000000000000000000294636001899977,0.000000000000000000374920440629232
"22","ibr49",0.00000000000000000000000003849362347169,0.00000000000000000670748909451034,0.000000000000000000806770498136486
