"","land","predictor","coefficient","SE","t_val","p_val","adj_r2"
"1","pan0","(Intercept)","9","0.0675784144920785","133.178620239085","0.000000000000000000000000000000000000000000000000000000000000000000000000856492889257568","0.0462508080757275"
"2","pan0","barr","-0.00000666666666666637","0.0000367850295848658","-0.181233146796467","0.856827487173167","0.0462508080757275"
"3","pan0","mort","-0.00879999999999998","0.0044142035501839","-1.99356461476122","0.050992921194851","0.0462508080757275"
"4","ibd1","(Intercept)","8.9","0.0609873603960593","145.931877395616","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000876597005609323","-0.012344324422856"
"5","ibd1","barr","0.0000146666666666673","0.0000353412396960845","0.415001476824037","0.679162457207638","-0.012344324422856"
"6","ibd1","mort","-0.000479999999999979","0.00106023719088253","-0.452728883808","0.651870958809299","-0.012344324422856"
"7","ibr20","(Intercept)","8.81428571428571","0.0682707041509995","129.10787758671","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000354723901001667","-0.00395321204759358"
"8","ibr20","barr","0.0000283174603174608","0.0000395618256627621","0.715777390023606","0.476045568732884","-0.00395321204759358"
"9","ibr20","mort","-0.00052380952380951","0.00118685476988286","-0.441342561113191","0.660059949172089","-0.00395321204759358"
"10","ibr21","(Intercept)","8.92857142857143","0.0601792030244637","148.366395363226","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000208999930483151","0.0993024957249136"
"11","ibr21","barr","0.0000224126984126989","0.0000348729248978011","0.642696260161193","0.522111395750464","0.0993024957249136"
"12","ibr21","mort","-0.00246095238095236","0.00104618774693403","-2.35230472557574","0.0209143852887758","0.0993024957249136"
"13","ibr22","(Intercept)","8.84857142857143","0.0655401419290624","135.009952193096","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000740034851636505","0.0878580517827925"
"14","ibr22","barr","0.0000521904761904765","0.0000379795067467792","1.37417467105211","0.172917321451029","0.0878580517827925"
"15","ibr22","mort","-0.0017942857142857","0.00113938520240338","-1.57478411208159","0.11893594257795","0.0878580517827925"
"16","ibr23","(Intercept)","8.88571428571428","0.0647690279092388","137.190792768511","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184757546445012","0.0174312724047311"
"17","ibr23","barr","-0.0000105396825396816","0.0000375326580025375","-0.280813646051102","0.779520063186101","0.0174312724047311"
"18","ibr23","mort","-0.00188952380952378","0.00112597974007613","-1.67811528242598","0.0969135225357209","0.0174312724047311"
"19","ibr24","(Intercept)","8.82857142857142","0.0631063131216346","139.899971838867","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000339654579236272","-0.00904482221693304"
"20","ibr24","barr","-0.00000647619047618955","0.0000365691402920917","-0.177094414155262","0.859845871287232","-0.00904482221693304"
"21","ibr24","mort","-0.00107428571428568","0.00109707420876275","-0.979227937093911","0.330182555188474","-0.00904482221693304"
"22","ibr25","(Intercept)","8.86571428571429","0.0581759043187369","152.394954397965","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020499075653586","-0.00742336892337891"
