"","land","barr","mort","mcrun","meann","ngen","m"
"1009","ibr23","0000","000","8","796.6","500","0.0210005224312914"
"1010","ibr23","0000","000","9","796.8","500","0.0212196366704039"
"1011","ibr23","0000","025","0","796.1","500","0.0165056507796703"
"1012","ibr23","0000","025","1","795.9","500","0.0165744571671709"
"1013","ibr23","0000","025","2","795.5","500","0.0161388362545286"
"1014","ibr23","0000","025","3","795.8","500","0.016516563512968"
"1015","ibr23","0000","025","4","795.5","500","0.0163236040617608"
"1016","ibr23","0000","025","5","795.7","500","0.0165078431483166"
"1017","ibr23","0000","025","6","795.8","500","0.0163594288383422"
"1018","ibr23","0000","025","7","795.7","500","0.0164908333763813"
"1019","ibr23","0000","025","8","795.9","500","0.0163657770667745"
"1020","ibr23","0000","025","9","796","500","0.0162098448766831"
"1021","ibr23","0000","050","0","793.8","500","0.010905007826364"
"1022","ibr23","0000","050","1","794.3","500","0.0111615216125803"
"1023","ibr23","0000","050","2","794.3","500","0.0111435252648137"
"1024","ibr23","0000","050","3","793.6","500","0.0109533185608856"
"1025","ibr23","0000","050","4","793.6","500","0.0110816454287638"
"1026","ibr23","0000","050","5","793.3","500","0.0109796415696346"
"1027","ibr23","0000","050","6","794.1","500","0.0107989362796965"
"1028","ibr23","0000","050","7","793.1","500","0.0110338680666432"
"1029","ibr23","0000","050","8","794.4","500","0.0113925103940437"
"1030","ibr23","0000","050","9","794","500","0.0112102076492724"
"1031","ibr23","0000","075","0","790.6","500","0.00552455695606787"
"1032","ibr23","0000","075","1","789.5","500","0.00557564065009498"
"1033","ibr23","0000","075","2","789.6","500","0.00537427556686838"
"1034","ibr23","0000","075","3","790.1","500","0.00547084762898465"
"1035","ibr23","0000","075","4","790.7","500","0.00540614131083957"
"1036","ibr23","0000","075","5","790.3","500","0.00546914428365397"
"1037","ibr23","0000","075","6","789.1","500","0.00520399773748501"
"1038","ibr23","0000","075","7","790.1","500","0.00548854801063888"
"1039","ibr23","0000","075","8","790.4","500","0.00575972769027405"
"1040","ibr23","0000","075","9","789.3","500","0.0054181386239253"
"1041","ibr23","0000","100","0","786.1","500","0"
"1042","ibr23","0000","100","1","783.5","500","0"
"1043","ibr23","0000","100","2","785.8","500","0"
"1044","ibr23","0000","100","3","783.9","500","0"
"1045","ibr23","0000","100","4","785.1","500","0"
"1046","ibr23","0000","100","5","784.9","500","0"
"1047","ibr23","0000","100","6","785.7","500","0"
"1048","ibr23","0000","100","7","784.3","500","0"
"1049","ibr23","0000","100","8","784.7","500","0"
"1050","ibr23","0000","100","9","784.9","500","0"
"1051","ibr23","0750","000","0","796.3","500","0.0136335092487877"
"1052","ibr23","0750","000","1","796.4","500","0.0137005296188793"
"1053","ibr23","0750","000","2","796.4","500","0.0135883609965891"
"1054","ibr23","0750","000","3","796.3","500","0.0135962916904653"
"1055","ibr23","0750","000","4","796.5","500","0.0134395176093147"
"1056","ibr23","0750","000","5","796.1","500","0.0137325636677004"
"1057","ibr23","0750","000","6","796.5","500","0.0136581653439855"
"1058","ibr23","0750","000","7","796.5","500","0.0136493835849281"
"1059","ibr23","0750","000","8","796.4","500","0.0136548218289824"
"1060","ibr23","0750","000","9","796.7","500","0.013604300709668"
"1061","ibr23","0750","025","0","795.9","500","0.0105946833125554"
"1062","ibr23","0750","025","1","795.6","500","0.0105969303533118"
"1063","ibr23","0750","025","2","795.6","500","0.0107656223059785"
"1064","ibr23","0750","025","3","795.8","500","0.0106540561631068"
"1065","ibr23","0750","025","4","795.7","500","0.0106837239031419"
"1066","ibr23","0750","025","5","795.4","500","0.0107189499343689"
"1067","ibr23","0750","025","6","796.2","500","0.0107064440801153"
"1068","ibr23","0750","025","7","795.3","500","0.0107750321304522"
"1069","ibr23","0750","025","8","795.7","500","0.0105362681967965"
"1070","ibr23","0750","025","9","795.3","500","0.0106086443563626"
"1071","ibr23","0750","050","0","794.7","500","0.00716464042547181"
"1072","ibr23","0750","050","1","794.6","500","0.00714638617133227"
"1073","ibr23","0750","050","2","794.6","500","0.00716014253080095"
"1074","ibr23","0750","050","3","794.4","500","0.00709248339157583"
"1075","ibr23","0750","050","4","794.6","500","0.00704244399934143"
"1076","ibr23","0750","050","5","794.1","500","0.00736222766295223"
"1077","ibr23","0750","050","6","793.9","500","0.00714918890605961"
"1078","ibr23","0750","050","7","794","500","0.00717682959664525"
"1079","ibr23","0750","050","8","794.2","500","0.00726762623007431"
"1080","ibr23","0750","050","9","794.5","500","0.00720584353254499"
"1081","ibr23","0750","075","0","792.9","500","0.00364226767254093"
"1082","ibr23","0750","075","1","792.5","500","0.00367879634868993"
"1083","ibr23","0750","075","2","792.5","500","0.00357311504036606"
"1084","ibr23","0750","075","3","792.1","500","0.003458916548802"
"1085","ibr23","0750","075","4","792.6","500","0.00362080330213058"
"1086","ibr23","0750","075","5","792.4","500","0.0035515475962525"
"1087","ibr23","0750","075","6","792.6","500","0.00381488407445646"
"1088","ibr23","0750","075","7","792.8","500","0.003475250598278"
"1089","ibr23","0750","075","8","791.9","500","0.00349349422834404"
"1090","ibr23","0750","075","9","792.5","500","0.00356632732864046"
"1091","ibr23","0750","100","0","790.6","500","0"
"1092","ibr23","0750","100","1","789.6","500","0"
"1093","ibr23","0750","100","2","790.1","500","0"
"1094","ibr23","0750","100","3","789.7","500","0"
"1095","ibr23","0750","100","4","789.8","500","0"
"1096","ibr23","0750","100","5","790.7","500","0"
"1097","ibr23","0750","100","6","789.5","500","0"
"1098","ibr23","0750","100","7","789.6","500","0"
"1099","ibr23","0750","100","8","790.3","500","0"
"1100","ibr23","0750","100","9","789.6","500","0"
"1101","ibr23","1500","000","0","795.6","500","0.00438384491059658"
"1102","ibr23","1500","000","1","795.4","500","0.00435500731970661"
"1103","ibr23","1500","000","2","795.5","500","0.00420932003836547"
"1104","ibr23","1500","000","3","795.2","500","0.00444536522600077"
"1105","ibr23","1500","000","4","795.4","500","0.00438494010121358"
"1106","ibr23","1500","000","5","795.8","500","0.00427289121318349"
"1107","ibr23","1500","000","6","795.6","500","0.00432670699504515"
"1108","ibr23","1500","000","7","795.8","500","0.00428706788139692"
"1109","ibr23","1500","000","8","795.5","500","0.00451137552555115"
"1110","ibr23","1500","000","9","795.6","500","0.00423261051991486"
"1111","ibr23","1500","025","0","795.2","500","0.00329693288516588"
"1112","ibr23","1500","025","1","795.1","500","0.00335509760118489"
"1113","ibr23","1500","025","2","794.8","500","0.00331153382783882"
"1114","ibr23","1500","025","3","795.5","500","0.00326039646177727"
"1115","ibr23","1500","025","4","795.5","500","0.00341140459919836"
"1116","ibr23","1500","025","5","795.5","500","0.00314027382569541"
"1117","ibr23","1500","025","6","795.1","500","0.0033099624707947"
"1118","ibr23","1500","025","7","795.4","500","0.00321362717554526"
"1119","ibr23","1500","025","8","795.2","500","0.00350091033700829"
"1120","ibr23","1500","025","9","795","500","0.00334823263892512"
"1121","ibr23","1500","050","0","795","500","0.002375196258987"
"1122","ibr23","1500","050","1","794.5","500","0.0023034961066807"
"1123","ibr23","1500","050","2","794.8","500","0.00231539243293987"
"1124","ibr23","1500","050","3","795.1","500","0.00218592422469886"
"1125","ibr23","1500","050","4","795.1","500","0.00230429074679426"
"1126","ibr23","1500","050","5","794.8","500","0.00225191815332738"
"1127","ibr23","1500","050","6","794.9","500","0.00220917667991247"
"1128","ibr23","1500","050","7","794.6","500","0.00235781871947088"
"1129","ibr23","1500","050","8","795.3","500","0.00226587959303536"
"1130","ibr23","1500","050","9","794.8","500","0.00222206021173592"
"1131","ibr23","1500","075","0","794.3","500","0.00115750029215962"
"1132","ibr23","1500","075","1","794.1","500","0.00126760841287624"
"1133","ibr23","1500","075","2","794.2","500","0.00115335018335819"
"1134","ibr23","1500","075","3","794.6","500","0.00123373607739405"
"1135","ibr23","1500","075","4","794.6","500","0.00123366244829787"
"1136","ibr23","1500","075","5","794.4","500","0.00125391062735935"
"1137","ibr23","1500","075","6","794.5","500","0.00115848026002997"
"1138","ibr23","1500","075","7","794.2","500","0.00116830751504968"
"1139","ibr23","1500","075","8","794.4","500","0.00119778179435388"
"1140","ibr23","1500","075","9","794.4","500","0.00122872472193438"
"1141","ibr23","1500","100","0","794","500","0"
"1142","ibr23","1500","100","1","793.6","500","0"
"1143","ibr23","1500","100","2","793.9","500","0"
"1144","ibr23","1500","100","3","793.7","500","0"
"1145","ibr23","1500","100","4","794.1","500","0"
"1146","ibr23","1500","100","5","793.7","500","0"
"1147","ibr23","1500","100","6","793.8","500","0"
"1148","ibr23","1500","100","7","793.8","500","0"
"1149","ibr23","1500","100","8","793.6","500","0"
"1150","ibr23","1500","100","9","793.8","500","0"
"1151","ibr23","2250","000","0","794.8","500","0.000203756448662598"
"1152","ibr23","2250","000","1","795.2","500","0.0002011999234776"
"1153","ibr23","2250","000","2","794.8","500","0.000156004128796328"
"1154","ibr23","2250","000","3","794.7","500","0.000163472232787529"
"1155","ibr23","2250","000","4","794.8","500","0.000191193493332194"
"1156","ibr23","2250","000","5","794.7","500","0.000145881043226333"
"1157","ibr23","2250","000","6","794.2","500","0.000140903047845867"
"1158","ibr23","2250","000","7","794.9","500","0.000163481539921463"
"1159","ibr23","2250","000","8","794.6","500","0.000193762488132385"
"1160","ibr23","2250","000","9","795","500","0.000161134525578658"
"1161","ibr23","2250","025","0","794.4","500","0.00013075730347237"
"1162","ibr23","2250","025","1","794.7","500","0.000138380655123144"
"1163","ibr23","2250","025","2","794.6","500","0.000140797859012963"
"1164","ibr23","2250","025","3","794.7","500","0.000133400043545132"
"1165","ibr23","2250","025","4","794.8","500","0.000146121462165724"
"1166","ibr23","2250","025","5","795","500","0.00013858166752748"
"1167","ibr23","2250","025","6","794.6","500","0.000158655342247627"
"1168","ibr23","2250","025","7","794.4","500","0.000135993100208842"
"1169","ibr23","2250","025","8","794.6","500","0.000146082453677511"
"1170","ibr23","2250","025","9","794.8","500","0.0000982677936983951"
"1171","ibr23","2250","050","0","794.5","500","0.0000680098622048079"
"1172","ibr23","2250","050","1","794.4","500","0.0000956923585808541"
"1173","ibr23","2250","050","2","794.7","500","0.0000955840151046342"
"1174","ibr23","2250","050","3","794.6","500","0.000108297469886366"
"1175","ibr23","2250","050","4","794.7","500","0.000115716187514701"
"1176","ibr23","2250","050","5","795.1","500","0.000108296549608606"
"1177","ibr23","2250","050","6","794.9","500","0.0000703841186382081"
"1178","ibr23","2250","050","7","794.7","500","0.0000780371767732013"
"1179","ibr23","2250","050","8","794.8","500","0.000126078429452467"
"1180","ibr23","2250","050","9","794.9","500","0.000115725756314049"
"1181","ibr23","2250","075","0","794.5","500","0.0000403038442570042"
"1182","ibr23","2250","075","1","794.4","500","0.0000478123903668318"
"1183","ibr23","2250","075","2","794.6","500","0.0000554139773555911"
"1184","ibr23","2250","075","3","794.8","500","0.0000402393999627079"
"1185","ibr23","2250","075","4","795","500","0.0000251738857307726"
"1186","ibr23","2250","075","5","794.7","500","0.0000327816081644341"
"1187","ibr23","2250","075","6","794.8","500","0.0000603985059021562"
"1188","ibr23","2250","075","7","794.8","500","0.0000376699311523951"
"1189","ibr23","2250","075","8","794.2","500","0.0000553504053297576"
"1190","ibr23","2250","075","9","794","500","0.0000453317836204432"
"1191","ibr23","2250","100","0","794.7","500","0"
"1192","ibr23","2250","100","1","794.8","500","0"
"1193","ibr23","2250","100","2","794.7","500","0"
"1194","ibr23","2250","100","3","794.8","500","0"
"1195","ibr23","2250","100","4","794.4","500","0"
"1196","ibr23","2250","100","5","794.8","500","0"
"1197","ibr23","2250","100","6","794.4","500","0"
"1198","ibr23","2250","100","7","794.6","500","0"
"1199","ibr23","2250","100","8","795","500","0"
"1200","ibr23","2250","100","9","794.9","500","0"
"1201","ibr23","3000","000","0","794.6","500","0"
"1202","ibr23","3000","000","1","794.6","500","0"
"1203","ibr23","3000","000","2","795","500","0"
"1204","ibr23","3000","000","3","794.4","500","0"
"1205","ibr23","3000","000","4","795","500","0"
"1206","ibr23","3000","000","5","795","500","0"
"1207","ibr23","3000","000","6","794.9","500","0"
"1208","ibr23","3000","000","7","794.8","500","0"
"1209","ibr23","3000","000","8","794.5","500","0"
"1210","ibr23","3000","000","9","794.3","500","0"
"1211","ibr23","3000","025","0","794.7","500","0"
"1212","ibr23","3000","025","1","794.6","500","0"
"1213","ibr23","3000","025","2","794.8","500","0"
"1214","ibr23","3000","025","3","794.7","500","0"
"1215","ibr23","3000","025","4","794.4","500","0"
"1216","ibr23","3000","025","5","794.9","500","0"
"1217","ibr23","3000","025","6","794.5","500","0"
"1218","ibr23","3000","025","7","794.7","500","0"
"1219","ibr23","3000","025","8","794.7","500","0"
"1220","ibr23","3000","025","9","794.4","500","0"
"1221","ibr23","3000","050","0","794.7","500","0"
"1222","ibr23","3000","050","1","794.4","500","0"
"1223","ibr23","3000","050","2","794.8","500","0"
"1224","ibr23","3000","050","3","794.2","500","0"
"1225","ibr23","3000","050","4","794.9","500","0"
"1226","ibr23","3000","050","5","795.2","500","0"
"1227","ibr23","3000","050","6","794.8","500","0"
"1228","ibr23","3000","050","7","794.4","500","0"
"1229","ibr23","3000","050","8","794.8","500","0"
"1230","ibr23","3000","050","9","794.2","500","0"
"1231","ibr23","3000","075","0","794.5","500","0"
"1232","ibr23","3000","075","1","794.8","500","0"
"1233","ibr23","3000","075","2","794.7","500","0"
"1234","ibr23","3000","075","3","794.9","500","0"
"1235","ibr23","3000","075","4","795","500","0"
"1236","ibr23","3000","075","5","794.3","500","0"
"1237","ibr23","3000","075","6","794","500","0"
"1238","ibr23","3000","075","7","794.9","500","0"
"1239","ibr23","3000","075","8","794.4","500","0"
"1240","ibr23","3000","075","9","794.7","500","0"
"1241","ibr23","3000","100","0","794.3","500","0"
"1242","ibr23","3000","100","1","794.8","500","0"
"1243","ibr23","3000","100","2","794.8","500","0"
"1244","ibr23","3000","100","3","794.6","500","0"
"1245","ibr23","3000","100","4","795","500","0"
"1246","ibr23","3000","100","5","794.8","500","0"
"1247","ibr23","3000","100","6","794.5","500","0"
"1248","ibr23","3000","100","7","794.9","500","0"
"1249","ibr23","3000","100","8","794.4","500","0"
"1250","ibr23","3000","100","9","794.3","500","0"
"1251","ibr24","0000","000","0","798.6","500","0.0357373399315256"
"1252","ibr24","0000","000","1","798.4","500","0.0353463737246135"
"1253","ibr24","0000","000","2","798.4","500","0.0354189160785492"
"1254","ibr24","0000","000","3","798.5","500","0.0363061172533773"
"1255","ibr24","0000","000","4","798.7","500","0.0358333841241267"
"1256","ibr24","0000","000","5","798.7","500","0.0356898494732675"
"1257","ibr24","0000","000","6","798.6","500","0.0351883198913602"
"1258","ibr24","0000","000","7","798.8","500","0.0356692429791443"
"1259","ibr24","0000","000","8","798.5","500","0.035511500159358"
"1260","ibr24","0000","000","9","798.8","500","0.0359631091623958"
"1261","ibr24","0000","025","0","798.3","500","0.0281797372047129"
"1262","ibr24","0000","025","1","798.3","500","0.0281184416134732"
"1263","ibr24","0000","025","2","798.3","500","0.0274018077733442"
"1264","ibr24","0000","025","3","798.2","500","0.028304393382273"
"1265","ibr24","0000","025","4","798.2","500","0.0280536202043947"
"1266","ibr24","0000","025","5","798.2","500","0.0276963625456119"
"1267","ibr24","0000","025","6","798.2","500","0.0279868811644613"
"1268","ibr24","0000","025","7","798.2","500","0.0279814362492245"
"1269","ibr24","0000","025","8","798.2","500","0.028170466222336"
"1270","ibr24","0000","025","9","798.1","500","0.0282544489780603"
"1271","ibr24","0000","050","0","796.9","500","0.0193405989326686"
"1272","ibr24","0000","050","1","797.1","500","0.0195476491853024"
"1273","ibr24","0000","050","2","796.6","500","0.019476526144748"
"1274","ibr24","0000","050","3","797","500","0.0197552798237399"
"1275","ibr24","0000","050","4","796.9","500","0.0195114303076249"
"1276","ibr24","0000","050","5","797","500","0.0196279102668319"
"1277","ibr24","0000","050","6","797","500","0.0198148892945014"
"1278","ibr24","0000","050","7","797.1","500","0.0195416331541517"
"1279","ibr24","0000","050","8","797","500","0.019337806342012"
"1280","ibr24","0000","050","9","796.9","500","0.0191805250625835"
"1281","ibr24","0000","075","0","793.8","500","0.00973990100925633"
"1282","ibr24","0000","075","1","792.1","500","0.009878671132075"
"1283","ibr24","0000","075","2","793.2","500","0.0099607168194591"
"1284","ibr24","0000","075","3","793.2","500","0.0101002891239836"
"1285","ibr24","0000","075","4","793.1","500","0.00974431131501773"
"1286","ibr24","0000","075","5","792.5","500","0.0097278281039826"
"1287","ibr24","0000","075","6","793","500","0.00976413329627533"
"1288","ibr24","0000","075","7","793.2","500","0.00968318315439107"
"1289","ibr24","0000","075","8","792.8","500","0.00976110369907718"
"1290","ibr24","0000","075","9","793.6","500","0.0100910537470112"
"1291","ibr24","0000","100","0","785.5","500","0"
"1292","ibr24","0000","100","1","785.4","500","0"
"1293","ibr24","0000","100","2","784.6","500","0"
"1294","ibr24","0000","100","3","784.6","500","0"
"1295","ibr24","0000","100","4","784.8","500","0"
"1296","ibr24","0000","100","5","784.4","500","0"
"1297","ibr24","0000","100","6","783.5","500","0"
"1298","ibr24","0000","100","7","784.6","500","0"
"1299","ibr24","0000","100","8","785.2","500","0"
"1300","ibr24","0000","100","9","784.7","500","0"
"1301","ibr24","0750","000","0","798.5","500","0.0202957896466044"
"1302","ibr24","0750","000","1","798.5","500","0.0207417901578022"
"1303","ibr24","0750","000","2","798.5","500","0.0205641826496413"
"1304","ibr24","0750","000","3","798.5","500","0.0204945515267409"
"1305","ibr24","0750","000","4","798.5","500","0.0203541789157562"
"1306","ibr24","0750","000","5","798.3","500","0.0209019670617703"
"1307","ibr24","0750","000","6","798.6","500","0.0204846758460104"
"1308","ibr24","0750","000","7","798.5","500","0.020141063695866"
"1309","ibr24","0750","000","8","798.5","500","0.0208225675679224"
"1310","ibr24","0750","000","9","798.7","500","0.0202228894667213"
"1311","ibr24","0750","025","0","798.5","500","0.0158525163804817"
"1312","ibr24","0750","025","1","798.2","500","0.015730797582812"
"1313","ibr24","0750","025","2","798.5","500","0.0159504561793897"
"1314","ibr24","0750","025","3","798.3","500","0.0156445249500207"
"1315","ibr24","0750","025","4","798.2","500","0.015489592431228"
"1316","ibr24","0750","025","5","798.2","500","0.0157929192956874"
"1317","ibr24","0750","025","6","798.2","500","0.0160195991426262"
"1318","ibr24","0750","025","7","798.2","500","0.015587697864867"
"1319","ibr24","0750","025","8","798.3","500","0.0157388819988843"
"1320","ibr24","0750","025","9","798.5","500","0.0156309557044376"
"1321","ibr24","0750","050","0","797.8","500","0.0110488917214478"
"1322","ibr24","0750","050","1","797.9","500","0.0110401966495514"
"1323","ibr24","0750","050","2","797.7","500","0.0110589019118499"
"1324","ibr24","0750","050","3","797.7","500","0.010956725520862"
"1325","ibr24","0750","050","4","797.8","500","0.0110576130856093"
"1326","ibr24","0750","050","5","797.7","500","0.0108553978943938"
"1327","ibr24","0750","050","6","797.7","500","0.0111193346929716"
"1328","ibr24","0750","050","7","797.7","500","0.0110057524910833"
"1329","ibr24","0750","050","8","797.8","500","0.0107326999247374"
"1330","ibr24","0750","050","9","797.6","500","0.0107340118495961"
"1331","ibr24","0750","075","0","796.8","500","0.00560204810770013"
"1332","ibr24","0750","075","1","796.8","500","0.00535130627327794"
"1333","ibr24","0750","075","2","796.5","500","0.00550439180082751"
"1334","ibr24","0750","075","3","796.6","500","0.00587092199980964"
"1335","ibr24","0750","075","4","797.2","500","0.00564938956076767"
"1336","ibr24","0750","075","5","796.5","500","0.00574543704264618"
"1337","ibr24","0750","075","6","796.8","500","0.00567766606717258"
"1338","ibr24","0750","075","7","796.7","500","0.00549929038015228"
"1339","ibr24","0750","075","8","797","500","0.00565535800254654"
"1340","ibr24","0750","075","9","796.9","500","0.00584606919765174"
"1341","ibr24","0750","100","0","795.1","500","0"
"1342","ibr24","0750","100","1","794.5","500","0"
"1343","ibr24","0750","100","2","795","500","0"
"1344","ibr24","0750","100","3","795","500","0"
"1345","ibr24","0750","100","4","794.9","500","0"
"1346","ibr24","0750","100","5","795.2","500","0"
"1347","ibr24","0750","100","6","794.5","500","0"
"1348","ibr24","0750","100","7","794.7","500","0"
"1349","ibr24","0750","100","8","795.3","500","0"
"1350","ibr24","0750","100","9","794.8","500","0"
"1351","ibr24","1500","000","0","798.4","500","0.00745475577728935"
"1352","ibr24","1500","000","1","798.5","500","0.00786413919247455"
"1353","ibr24","1500","000","2","798.4","500","0.00750772714698428"
"1354","ibr24","1500","000","3","798.2","500","0.00737531472467936"
"1355","ibr24","1500","000","4","798.4","500","0.00754087880603989"
"1356","ibr24","1500","000","5","798.3","500","0.00757747556932655"
"1357","ibr24","1500","000","6","798.4","500","0.00753749670109177"
"1358","ibr24","1500","000","7","798.3","500","0.00733072434644525"
"1359","ibr24","1500","000","8","798.4","500","0.00756585784120025"
"1360","ibr24","1500","000","9","798.4","500","0.0072189863715762"
"1361","ibr24","1500","025","0","798.1","500","0.0059188694308581"
"1362","ibr24","1500","025","1","798.1","500","0.00580125278434821"
"1363","ibr24","1500","025","2","798.4","500","0.00585641459249169"
"1364","ibr24","1500","025","3","798.3","500","0.00607544122739395"
"1365","ibr24","1500","025","4","798.3","500","0.00569655076086673"
"1366","ibr24","1500","025","5","798.3","500","0.00590926765156233"
"1367","ibr24","1500","025","6","798.3","500","0.00581031602049193"
"1368","ibr24","1500","025","7","798","500","0.00596793860415005"
"1369","ibr24","1500","025","8","798.2","500","0.00567162715011807"
"1370","ibr24","1500","025","9","798.3","500","0.00581994503780241"
"1371","ibr24","1500","050","0","798","500","0.00402813061836424"
"1372","ibr24","1500","050","1","798.2","500","0.00404878555183928"
"1373","ibr24","1500","050","2","798.1","500","0.00398949594585575"
"1374","ibr24","1500","050","3","798.1","500","0.00392427630031727"
"1375","ibr24","1500","050","4","798","500","0.00404312881632092"
"1376","ibr24","1500","050","5","798","500","0.00408315604552525"
"1377","ibr24","1500","050","6","797.9","500","0.00414589950593939"
"1378","ibr24","1500","050","7","798.2","500","0.00411183548930025"
"1379","ibr24","1500","050","8","798.1","500","0.00411049057669058"
"1380","ibr24","1500","050","9","798","500","0.00402810053527112"
"1381","ibr24","1500","075","0","797.7","500","0.00209587484228325"
"1382","ibr24","1500","075","1","797.9","500","0.00206261306743062"
"1383","ibr24","1500","075","2","798","500","0.00218834669471203"
"1384","ibr24","1500","075","3","797.9","500","0.00203030994762865"
"1385","ibr24","1500","075","4","797.7","500","0.00211038559883526"
"1386","ibr24","1500","075","5","797.8","500","0.00200297063610898"
"1387","ibr24","1500","075","6","797.6","500","0.00213667072290199"
"1388","ibr24","1500","075","7","797.8","500","0.00204355937693939"
"1389","ibr24","1500","075","8","798","500","0.0021155637396789"
"1390","ibr24","1500","075","9","797.9","500","0.00215829088904824"
"1391","ibr24","1500","100","0","797.7","500","0"
"1392","ibr24","1500","100","1","797.3","500","0"
"1393","ibr24","1500","100","2","797.4","500","0"
"1394","ibr24","1500","100","3","797.5","500","0"
"1395","ibr24","1500","100","4","797.6","500","0"
"1396","ibr24","1500","100","5","797.7","500","0"
"1397","ibr24","1500","100","6","797.6","500","0"
"1398","ibr24","1500","100","7","797.4","500","0"
"1399","ibr24","1500","100","8","796.9","500","0"
"1400","ibr24","1500","100","9","797.5","500","0"
"1401","ibr24","2250","000","0","798.1","500","0.0012155596921821"
"1402","ibr24","2250","000","1","798","500","0.00118338939193385"
"1403","ibr24","2250","000","2","798","500","0.00113021035858481"
"1404","ibr24","2250","000","3","798","500","0.00113002410647491"
"1405","ibr24","2250","000","4","798.1","500","0.00118992059809247"
"1406","ibr24","2250","000","5","798.1","500","0.00119545842514674"
"1407","ibr24","2250","000","6","798.1","500","0.00116521150709436"
"1408","ibr24","2250","000","7","797.9","500","0.00126066518549602"
"1409","ibr24","2250","000","8","798.1","500","0.00114050113981192"
"1410","ibr24","2250","000","9","798","500","0.00116525061670289"
"1411","ibr24","2250","025","0","798.1","500","0.000874540046648313"
"1412","ibr24","2250","025","1","798.1","500","0.000914648771573982"
"1413","ibr24","2250","025","2","798","500","0.000985108804845985"
"1414","ibr24","2250","025","3","798","500","0.000842171911186927"
"1415","ibr24","2250","025","4","798.1","500","0.000844432685881436"
"1416","ibr24","2250","025","5","798.3","500","0.000861787999695239"
"1417","ibr24","2250","025","6","797.8","500","0.000907270257418359"
"1418","ibr24","2250","025","7","798.1","500","0.000887219051348353"
"1419","ibr24","2250","025","8","798","500","0.0009071459533361"
"1420","ibr24","2250","025","9","798.2","500","0.000974882578416289"
"1421","ibr24","2250","050","0","798","500","0.000651806418984129"
"1422","ibr24","2250","050","1","798.3","500","0.000689090826231625"
"1423","ibr24","2250","050","2","798.1","500","0.000639238427032223"
"1424","ibr24","2250","050","3","797.9","500","0.0006492528218694"
"1425","ibr24","2250","050","4","797.8","500","0.000626677700512827"
"1426","ibr24","2250","050","5","798.2","500","0.000651345498961917"
"1427","ibr24","2250","050","6","797.9","500","0.00059662295854163"
"1428","ibr24","2250","050","7","798","500","0.000636674262584638"
"1429","ibr24","2250","050","8","798.3","500","0.000598814730672139"
"1430","ibr24","2250","050","9","798","500","0.000621525038649817"
"1431","ibr24","2250","075","0","798.1","500","0.000288317880072091"
"1432","ibr24","2250","075","1","797.8","500","0.00033091804497434"
"1433","ibr24","2250","075","2","797.9","500","0.000368263721664759"
"1434","ibr24","2250","075","3","798","500","0.000253114011203474"
"1435","ibr24","2250","075","4","798.1","500","0.000315808851780284"
"1436","ibr24","2250","075","5","797.8","500","0.000318388521290486"
"1437","ibr24","2250","075","6","797.6","500","0.000381215866275781"
"1438","ibr24","2250","075","7","798.1","500","0.000378578752820866"
"1439","ibr24","2250","075","8","797.8","500","0.000288531228349372"
"1440","ibr24","2250","075","9","798.1","500","0.000325931724640214"
"1441","ibr24","2250","100","0","798","500","0"
"1442","ibr24","2250","100","1","798","500","0"
"1443","ibr24","2250","100","2","798.2","500","0"
"1444","ibr24","2250","100","3","797.7","500","0"
"1445","ibr24","2250","100","4","797.9","500","0"
"1446","ibr24","2250","100","5","797.8","500","0"
"1447","ibr24","2250","100","6","797.5","500","0"
"1448","ibr24","2250","100","7","798","500","0"
"1449","ibr24","2250","100","8","797.9","500","0"
"1450","ibr24","2250","100","9","797.9","500","0"
"1451","ibr24","3000","000","0","798.2","500","0"
"1452","ibr24","3000","000","1","798.1","500","0"
"1453","ibr24","3000","000","2","798.1","500","0"
"1454","ibr24","3000","000","3","798.1","500","0"
"1455","ibr24","3000","000","4","798.2","500","0"
"1456","ibr24","3000","000","5","798.1","500","0"
"1457","ibr24","3000","000","6","798","500","0"
"1458","ibr24","3000","000","7","797.7","500","0"
"1459","ibr24","3000","000","8","798.1","500","0"
"1460","ibr24","3000","000","9","797.9","500","0"
"1461","ibr24","3000","025","0","798.1","500","0"
"1462","ibr24","3000","025","1","798.3","500","0"
"1463","ibr24","3000","025","2","798","500","0"
"1464","ibr24","3000","025","3","798","500","0"
"1465","ibr24","3000","025","4","798.1","500","0"
"1466","ibr24","3000","025","5","797.7","500","0"
"1467","ibr24","3000","025","6","798.1","500","0"
"1468","ibr24","3000","025","7","797.8","500","0"
"1469","ibr24","3000","025","8","798","500","0"
"1470","ibr24","3000","025","9","797.8","500","0"
"1471","ibr24","3000","050","0","797.7","500","0"
"1472","ibr24","3000","050","1","798","500","0"
"1473","ibr24","3000","050","2","797.9","500","0"
"1474","ibr24","3000","050","3","798","500","0"
"1475","ibr24","3000","050","4","798.2","500","0"
"1476","ibr24","3000","050","5","798.1","500","0"
"1477","ibr24","3000","050","6","798.2","500","0"
"1478","ibr24","3000","050","7","798.1","500","0"
"1479","ibr24","3000","050","8","798","500","0"
"1480","ibr24","3000","050","9","797.9","500","0"
"1481","ibr24","3000","075","0","798","500","0"
"1482","ibr24","3000","075","1","797.9","500","0"
"1483","ibr24","3000","075","2","797.8","500","0"
"1484","ibr24","3000","075","3","798","500","0"
