"","land","barr","mort","mcrun","meann","ngen","m"
"1","ibd1","0000","000","0","799.9","500","0.0387501603410099"
"2","ibd1","0000","000","1","800","500","0.0391624303545061"
"3","ibd1","0000","000","2","799.9","500","0.038648562205863"
"4","ibd1","0000","000","3","799.9","500","0.0386910035326523"
"5","ibd1","0000","000","4","799.9","500","0.038492638767991"
"6","ibd1","0000","000","5","799.9","500","0.0387534946594314"
"7","ibd1","0000","000","6","799.9","500","0.0384856784054189"
"8","ibd1","0000","000","7","799.9","500","0.0390831872606286"
"9","ibd1","0000","000","8","799.9","500","0.0386555855769462"
"10","ibd1","0000","000","9","799.9","500","0.0382539903814299"
"11","ibd1","0000","025","0","799.9","500","0.0302082257542979"
"12","ibd1","0000","025","1","799.9","500","0.0304123794848217"
"13","ibd1","0000","025","2","799.9","500","0.0307378028620545"
"14","ibd1","0000","025","3","799.9","500","0.0299394989646964"
"15","ibd1","0000","025","4","799.9","500","0.0305374604958162"
"16","ibd1","0000","025","5","799.9","500","0.0295783368206541"
"17","ibd1","0000","025","6","799.9","500","0.0299075839305282"
"18","ibd1","0000","025","7","799.9","500","0.0305596093428776"
"19","ibd1","0000","025","8","799.9","500","0.03013742030394"
"20","ibd1","0000","025","9","799.9","500","0.0302110919387828"
"21","ibd1","0000","050","0","799.9","500","0.0211387591316306"
"22","ibd1","0000","050","1","799.8","500","0.0208977503240456"
"23","ibd1","0000","050","2","799.9","500","0.0216005603226732"
"24","ibd1","0000","050","3","799.9","500","0.0212190609892734"
"25","ibd1","0000","050","4","799.8","500","0.0209899869952016"
"26","ibd1","0000","050","5","799.8","500","0.0209504335801783"
"27","ibd1","0000","050","6","799.8","500","0.0209690300946733"
"28","ibd1","0000","050","7","799.9","500","0.0212177959833732"
"29","ibd1","0000","050","8","799.8","500","0.0207298223818857"
"30","ibd1","0000","050","9","799.8","500","0.0210128651426741"
"31","ibd1","0000","075","0","799.4","500","0.0111279376709043"
"32","ibd1","0000","075","1","799.4","500","0.0108676969468002"
"33","ibd1","0000","075","2","799.4","500","0.0105101270387223"
"34","ibd1","0000","075","3","799.3","500","0.0106185778033878"
"35","ibd1","0000","075","4","799.4","500","0.0107831787402153"
"36","ibd1","0000","075","5","799.4","500","0.0109105436603957"
"37","ibd1","0000","075","6","799.5","500","0.0107365471866297"
"38","ibd1","0000","075","7","799.5","500","0.0107587082320281"
"39","ibd1","0000","075","8","799.4","500","0.0107883108939237"
"40","ibd1","0000","075","9","799.4","500","0.0108458716972226"
"41","ibd1","0000","100","0","797.7","500","0"
"42","ibd1","0000","100","1","798.1","500","0"
"43","ibd1","0000","100","2","797.7","500","0"
"44","ibd1","0000","100","3","797.8","500","0"
"45","ibd1","0000","100","4","798","500","0"
"46","ibd1","0000","100","5","798","500","0"
"47","ibd1","0000","100","6","797.6","500","0"
"48","ibd1","0000","100","7","797.9","500","0"
"49","ibd1","0000","100","8","797.9","500","0"
"50","ibd1","0000","100","9","798","500","0"
"51","ibd1","0750","000","0","799.9","500","0.0219519785375799"
"52","ibd1","0750","000","1","799.9","500","0.0215193017878945"
"53","ibd1","0750","000","2","799.9","500","0.0219502890825561"
"54","ibd1","0750","000","3","799.9","500","0.021603864931138"
"55","ibd1","0750","000","4","799.9","500","0.0215747925150877"
"56","ibd1","0750","000","5","800","500","0.0219811996835642"
"57","ibd1","0750","000","6","799.9","500","0.0217490972748811"
"58","ibd1","0750","000","7","799.9","500","0.0218075142745292"
"59","ibd1","0750","000","8","799.9","500","0.0214567482635209"
"60","ibd1","0750","000","9","799.9","500","0.0215966077966149"
"61","ibd1","0750","025","0","799.9","500","0.0166265551597948"
"62","ibd1","0750","025","1","799.9","500","0.0171890940249999"
"63","ibd1","0750","025","2","799.9","500","0.0170166428861828"
"64","ibd1","0750","025","3","799.9","500","0.0166517630890236"
"65","ibd1","0750","025","4","799.9","500","0.0169315793289227"
"66","ibd1","0750","025","5","799.9","500","0.0169414948152082"
"67","ibd1","0750","025","6","799.9","500","0.0171641475462193"
"68","ibd1","0750","025","7","799.9","500","0.01663010170392"
"69","ibd1","0750","025","8","799.9","500","0.0172820321371564"
"70","ibd1","0750","025","9","799.9","500","0.016541048663793"
"71","ibd1","0750","050","0","799.9","500","0.0114321386457657"
"72","ibd1","0750","050","1","799.9","500","0.0117122301527653"
"73","ibd1","0750","050","2","799.9","500","0.0113865986440995"
"74","ibd1","0750","050","3","799.9","500","0.0118891796642705"
"75","ibd1","0750","050","4","799.8","500","0.011642141177992"
"76","ibd1","0750","050","5","799.9","500","0.0116819775455069"
"77","ibd1","0750","050","6","799.9","500","0.0115662373259015"
"78","ibd1","0750","050","7","799.9","500","0.0114939946573064"
"79","ibd1","0750","050","8","799.9","500","0.0115194753594779"
"80","ibd1","0750","050","9","799.9","500","0.0112793150420911"
"81","ibd1","0750","075","0","799.8","500","0.00584897286586819"
"82","ibd1","0750","075","1","799.8","500","0.00607687463422728"
"83","ibd1","0750","075","2","799.8","500","0.00609896687288904"
"84","ibd1","0750","075","3","799.8","500","0.00596909195333368"
"85","ibd1","0750","075","4","799.8","500","0.00601875403474319"
"86","ibd1","0750","075","5","799.8","500","0.00592367036136117"
"87","ibd1","0750","075","6","799.8","500","0.00615155593661866"
"88","ibd1","0750","075","7","799.8","500","0.00597353170315151"
"89","ibd1","0750","075","8","799.8","500","0.00607184084373329"
"90","ibd1","0750","075","9","799.8","500","0.00603693905867462"
"91","ibd1","0750","100","0","799.6","500","0"
"92","ibd1","0750","100","1","799.5","500","0"
"93","ibd1","0750","100","2","799.6","500","0"
"94","ibd1","0750","100","3","799.6","500","0"
"95","ibd1","0750","100","4","799.6","500","0"
"96","ibd1","0750","100","5","799.6","500","0"
"97","ibd1","0750","100","6","799.6","500","0"
"98","ibd1","0750","100","7","799.5","500","0"
"99","ibd1","0750","100","8","799.5","500","0"
"100","ibd1","0750","100","9","799.6","500","0"
"101","ibd1","1500","000","0","799.9","500","0.00802818634867403"
"102","ibd1","1500","000","1","799.9","500","0.00785823004899038"
"103","ibd1","1500","000","2","799.9","500","0.00780603942202598"
"104","ibd1","1500","000","3","799.9","500","0.00796054505131749"
"105","ibd1","1500","000","4","800","500","0.00780786947849306"
"106","ibd1","1500","000","5","799.9","500","0.00762838662966883"
"107","ibd1","1500","000","6","799.9","500","0.00787585913013561"
"108","ibd1","1500","000","7","799.9","500","0.00785348962892095"
"109","ibd1","1500","000","8","799.9","500","0.00758314891232488"
"110","ibd1","1500","000","9","799.9","500","0.00779831245854647"
"111","ibd1","1500","025","0","799.9","500","0.005998380787342"
"112","ibd1","1500","025","1","799.9","500","0.00605321164670148"
"113","ibd1","1500","025","2","799.9","500","0.00603067944725485"
"114","ibd1","1500","025","3","799.9","500","0.00596316119749873"
"115","ibd1","1500","025","4","799.9","500","0.00592296667889327"
"116","ibd1","1500","025","5","799.9","500","0.0062409786423244"
"117","ibd1","1500","025","6","799.9","500","0.00601338975703716"
"118","ibd1","1500","025","7","799.9","500","0.00623336897806887"
"119","ibd1","1500","025","8","799.9","500","0.00595827447248339"
"120","ibd1","1500","025","9","799.9","500","0.00600820181034252"
"121","ibd1","1500","050","0","799.9","500","0.00409048245744166"
"122","ibd1","1500","050","1","799.9","500","0.00416046105999909"
"123","ibd1","1500","050","2","799.9","500","0.00418059936932241"
"124","ibd1","1500","050","3","799.9","500","0.0040478009173571"
"125","ibd1","1500","050","4","799.9","500","0.00387316193839604"
"126","ibd1","1500","050","5","799.9","500","0.00408801468740304"
"127","ibd1","1500","050","6","799.9","500","0.00409308627789986"
"128","ibd1","1500","050","7","799.9","500","0.00408558920147048"
"129","ibd1","1500","050","8","799.9","500","0.00412792619145997"
"130","ibd1","1500","050","9","799.9","500","0.00420066192381143"
"131","ibd1","1500","075","0","799.8","500","0.00220549617276781"
"132","ibd1","1500","075","1","799.9","500","0.00202035791099994"
"133","ibd1","1500","075","2","799.8","500","0.00224797994657455"
"134","ibd1","1500","075","3","799.9","500","0.00208529131841968"
"135","ibd1","1500","075","4","799.9","500","0.00222524441623894"
"136","ibd1","1500","075","5","799.9","500","0.0021177788586479"
"137","ibd1","1500","075","6","799.9","500","0.00220789788217584"
"138","ibd1","1500","075","7","799.9","500","0.00220524760856568"
"139","ibd1","1500","075","8","799.9","500","0.00220523797769841"
"140","ibd1","1500","075","9","799.9","500","0.00207037603475023"
"141","ibd1","1500","100","0","799.8","500","0"
"142","ibd1","1500","100","1","799.9","500","0"
"143","ibd1","1500","100","2","799.8","500","0"
"144","ibd1","1500","100","3","799.8","500","0"
"145","ibd1","1500","100","4","799.8","500","0"
"146","ibd1","1500","100","5","799.8","500","0"
"147","ibd1","1500","100","6","799.8","500","0"
"148","ibd1","1500","100","7","799.9","500","0"
"149","ibd1","1500","100","8","799.9","500","0"
"150","ibd1","1500","100","9","799.8","500","0"
"151","ibd1","2250","000","0","799.9","500","0.00110764413418581"
"152","ibd1","2250","000","1","799.9","500","0.00107514413442269"
"153","ibd1","2250","000","2","799.9","500","0.00116771624867132"
"154","ibd1","2250","000","3","799.9","500","0.00106020068259215"
"155","ibd1","2250","000","4","799.9","500","0.00102010344265694"
"156","ibd1","2250","000","5","799.9","500","0.00114764411054165"
"157","ibd1","2250","000","6","799.9","500","0.00113521028274649"
"158","ibd1","2250","000","7","799.9","500","0.00111022575300168"
"159","ibd1","2250","000","8","799.9","500","0.00117018195665113"
"160","ibd1","2250","000","9","799.9","500","0.00121509396152531"
"161","ibd1","2250","025","0","799.9","500","0.000882594000971609"
"162","ibd1","2250","025","1","799.9","500","0.000880065730659565"
"163","ibd1","2250","025","2","799.9","500","0.000932681838222936"
"164","ibd1","2250","025","3","799.9","500","0.00090512228741391"
"165","ibd1","2250","025","4","799.9","500","0.000875137891899114"
"166","ibd1","2250","025","5","799.9","500","0.000855109606110672"
"167","ibd1","2250","025","6","799.9","500","0.000882603411141674"
"168","ibd1","2250","025","7","799.9","500","0.000960172467469353"
"169","ibd1","2250","025","8","799.9","500","0.000855116116536473"
"170","ibd1","2250","025","9","799.9","500","0.000860122286937157"
"171","ibd1","2250","050","0","799.9","500","0.000550122278947537"
"172","ibd1","2250","050","1","799.9","500","0.000592594119608662"
"173","ibd1","2250","050","2","799.9","500","0.000595046957192732"
"174","ibd1","2250","050","3","799.9","500","0.000590106587251846"
"175","ibd1","2250","050","4","799.9","500","0.000605191533073805"
"176","ibd1","2250","050","5","799.9","500","0.000532568914522917"
"177","ibd1","2250","050","6","799.9","500","0.000650062609619826"
"178","ibd1","2250","050","7","799.9","500","0.000612565824880227"
"179","ibd1","2250","050","8","799.9","500","0.000625090816841854"
"180","ibd1","2250","050","9","799.9","500","0.00063009722419226"
"181","ibd1","2250","075","0","799.9","500","0.000270031320508437"
"182","ibd1","2250","075","1","799.9","500","0.000317562727573503"
"183","ibd1","2250","075","2","799.9","500","0.000315021902377972"
"184","ibd1","2250","075","3","799.8","500","0.000307556438354177"
"185","ibd1","2250","075","4","799.9","500","0.000355084859597966"
"186","ibd1","2250","075","5","799.9","500","0.000280065809255645"
"187","ibd1","2250","075","6","799.9","500","0.000350050148986668"
"188","ibd1","2250","075","7","799.8","500","0.000290021949547487"
"189","ibd1","2250","075","8","799.9","500","0.000260031359836069"
"190","ibd1","2250","075","9","799.9","500","0.000317531304795154"
"191","ibd1","2250","100","0","799.9","500","0"
"192","ibd1","2250","100","1","799.9","500","0"
"193","ibd1","2250","100","2","799.8","500","0"
"194","ibd1","2250","100","3","799.9","500","0"
"195","ibd1","2250","100","4","799.9","500","0"
"196","ibd1","2250","100","5","799.9","500","0"
"197","ibd1","2250","100","6","799.9","500","0"
"198","ibd1","2250","100","7","799.9","500","0"
"199","ibd1","2250","100","8","799.9","500","0"
"200","ibd1","2250","100","9","799.9","500","0"
"201","ibd1","3000","000","0","799.9","500","0"
"202","ibd1","3000","000","1","799.8","500","0"
"203","ibd1","3000","000","2","799.8","500","0"
"204","ibd1","3000","000","3","799.8","500","0"
"205","ibd1","3000","000","4","799.9","500","0"
"206","ibd1","3000","000","5","799.9","500","0"
"207","ibd1","3000","000","6","799.9","500","0"
"208","ibd1","3000","000","7","799.9","500","0"
"209","ibd1","3000","000","8","799.9","500","0"
"210","ibd1","3000","000","9","799.9","500","0"
"211","ibd1","3000","025","0","799.9","500","0"
"212","ibd1","3000","025","1","799.9","500","0"
"213","ibd1","3000","025","2","799.9","500","0"
"214","ibd1","3000","025","3","799.9","500","0"
"215","ibd1","3000","025","4","799.9","500","0"
"216","ibd1","3000","025","5","799.9","500","0"
"217","ibd1","3000","025","6","799.8","500","0"
"218","ibd1","3000","025","7","799.8","500","0"
"219","ibd1","3000","025","8","799.8","500","0"
"220","ibd1","3000","025","9","799.9","500","0"
"221","ibd1","3000","050","0","799.9","500","0"
"222","ibd1","3000","050","1","799.9","500","0"
"223","ibd1","3000","050","2","799.8","500","0"
"224","ibd1","3000","050","3","799.9","500","0"
"225","ibd1","3000","050","4","799.9","500","0"
"226","ibd1","3000","050","5","799.8","500","0"
"227","ibd1","3000","050","6","799.8","500","0"
"228","ibd1","3000","050","7","799.9","500","0"
"229","ibd1","3000","050","8","799.8","500","0"
"230","ibd1","3000","050","9","799.9","500","0"
"231","ibd1","3000","075","0","799.9","500","0"
"232","ibd1","3000","075","1","799.9","500","0"
"233","ibd1","3000","075","2","799.9","500","0"
"234","ibd1","3000","075","3","799.9","500","0"
"235","ibd1","3000","075","4","799.9","500","0"
"236","ibd1","3000","075","5","799.9","500","0"
"237","ibd1","3000","075","6","799.9","500","0"
"238","ibd1","3000","075","7","799.9","500","0"
"239","ibd1","3000","075","8","799.9","500","0"
"240","ibd1","3000","075","9","799.9","500","0"
"241","ibd1","3000","100","0","799.9","500","0"
"242","ibd1","3000","100","1","799.8","500","0"
"243","ibd1","3000","100","2","799.8","500","0"
"244","ibd1","3000","100","3","799.8","500","0"
"245","ibd1","3000","100","4","799.8","500","0"
"246","ibd1","3000","100","5","799.9","500","0"
"247","ibd1","3000","100","6","799.9","500","0"
"248","ibd1","3000","100","7","799.9","500","0"
"249","ibd1","3000","100","8","799.9","500","0"
"250","ibd1","3000","100","9","799.9","500","0"
"251","ibr20","0000","000","0","797.8","500","0.0272080203687831"
"252","ibr20","0000","000","1","797.7","500","0.0271628061054186"
"253","ibr20","0000","000","2","797.7","500","0.0268161102452521"
"254","ibr20","0000","000","3","797.4","500","0.0274292542320231"
"255","ibr20","0000","000","4","797.7","500","0.0271241672525703"
"256","ibr20","0000","000","5","797.8","500","0.0271164345406294"
"257","ibr20","0000","000","6","797.8","500","0.0273333862004202"
"258","ibr20","0000","000","7","797.8","500","0.0266573510723264"
"259","ibr20","0000","000","8","797.7","500","0.0272659649783667"
"260","ibr20","0000","000","9","797.8","500","0.0270625828828229"
"261","ibr20","0000","025","0","797.1","500","0.0214011986239284"
"262","ibr20","0000","025","1","797.1","500","0.0212387937278771"
"263","ibr20","0000","025","2","797.2","500","0.0214435465100776"
"264","ibr20","0000","025","3","797.2","500","0.0209917003503356"
"265","ibr20","0000","025","4","797.2","500","0.0210649246061659"
"266","ibr20","0000","025","5","797.4","500","0.0210042543097631"
"267","ibr20","0000","025","6","797.3","500","0.0212722065226589"
"268","ibr20","0000","025","7","796.9","500","0.0213872363959507"
"269","ibr20","0000","025","8","796.8","500","0.0211652705280236"
"270","ibr20","0000","025","9","797.1","500","0.0207778483547895"
"271","ibr20","0000","050","0","796.3","500","0.0148156003065672"
"272","ibr20","0000","050","1","796.1","500","0.0142717274064302"
"273","ibr20","0000","050","2","796.2","500","0.0149248952658325"
"274","ibr20","0000","050","3","795.9","500","0.0143063407604838"
"275","ibr20","0000","050","4","796.4","500","0.0145798895569493"
"276","ibr20","0000","050","5","795.8","500","0.0145628363076849"
"277","ibr20","0000","050","6","795.8","500","0.0143596117035238"
"278","ibr20","0000","050","7","795.7","500","0.014995931326966"
"279","ibr20","0000","050","8","795.8","500","0.0141932474157963"
"280","ibr20","0000","050","9","796","500","0.0145022785716553"
"281","ibr20","0000","075","0","793.7","500","0.00744548528519026"
"282","ibr20","0000","075","1","793","500","0.0072550969519688"
"283","ibr20","0000","075","2","793.4","500","0.00726138426203659"
"284","ibr20","0000","075","3","793.6","500","0.00732906584643374"
"285","ibr20","0000","075","4","794","500","0.00745749902815883"
"286","ibr20","0000","075","5","793.8","500","0.0070509242336123"
"287","ibr20","0000","075","6","793.9","500","0.00742411123831159"
"288","ibr20","0000","075","7","793.5","500","0.00731943627490782"
"289","ibr20","0000","075","8","793.9","500","0.00717477425084749"
"290","ibr20","0000","075","9","793.3","500","0.00735581462387217"
"291","ibr20","0000","100","0","789","500","0"
"292","ibr20","0000","100","1","788.8","500","0"
"293","ibr20","0000","100","2","789.9","500","0"
"294","ibr20","0000","100","3","789.2","500","0"
"295","ibr20","0000","100","4","789.7","500","0"
"296","ibr20","0000","100","5","789.5","500","0"
"297","ibr20","0000","100","6","789.3","500","0"
"298","ibr20","0000","100","7","789.2","500","0"
"299","ibr20","0000","100","8","789.7","500","0"
"300","ibr20","0000","100","9","789.7","500","0"
"301","ibr20","0750","000","0","797.4","500","0.0165961121501306"
"302","ibr20","0750","000","1","797.7","500","0.0167004901946638"
"303","ibr20","0750","000","2","797.4","500","0.01636235780567"
"304","ibr20","0750","000","3","797.6","500","0.0165632052585663"
"305","ibr20","0750","000","4","797.5","500","0.0163011403185186"
"306","ibr20","0750","000","5","797.5","500","0.0163286717003324"
"307","ibr20","0750","000","6","797.6","500","0.0161292353313471"
"308","ibr20","0750","000","7","797.2","500","0.0168511680512777"
"309","ibr20","0750","000","8","797.6","500","0.0164001226719979"
"310","ibr20","0750","000","9","797.6","500","0.0164648492436726"
"311","ibr20","0750","025","0","797.1","500","0.0125176582404889"
"312","ibr20","0750","025","1","797","500","0.0128779846013973"
"313","ibr20","0750","025","2","797.3","500","0.0128840995126127"
"314","ibr20","0750","025","3","797.3","500","0.0128010407641365"
"315","ibr20","0750","025","4","797","500","0.012742627968986"
"316","ibr20","0750","025","5","796.9","500","0.0127538753665679"
"317","ibr20","0750","025","6","796.9","500","0.0129638111978355"
"318","ibr20","0750","025","7","797.1","500","0.0127872535609642"
"319","ibr20","0750","025","8","797.3","500","0.012623348134571"
"320","ibr20","0750","025","9","797.1","500","0.0129824118880198"
"321","ibr20","0750","050","0","795.7","500","0.00863276966093877"
"322","ibr20","0750","050","1","796.3","500","0.00864263640201359"
"323","ibr20","0750","050","2","796.7","500","0.00883363561066623"
"324","ibr20","0750","050","3","796.2","500","0.00882685743827701"
"325","ibr20","0750","050","4","796.5","500","0.00876602742605196"
"326","ibr20","0750","050","5","796.4","500","0.00860930846145066"
"327","ibr20","0750","050","6","796.7","500","0.00902683523257196"
"328","ibr20","0750","050","7","796.4","500","0.00886206683973426"
"329","ibr20","0750","050","8","796.1","500","0.00885607860539089"
"330","ibr20","0750","050","9","796.1","500","0.00860819994607039"
"331","ibr20","0750","075","0","795.4","500","0.00455605915653807"
"332","ibr20","0750","075","1","795.6","500","0.00422273405449266"
"333","ibr20","0750","075","2","795.5","500","0.00444710524126349"
"334","ibr20","0750","075","3","795.5","500","0.00445706223998169"
"335","ibr20","0750","075","4","795.4","500","0.00447086733110502"
"336","ibr20","0750","075","5","795.1","500","0.00432446509914904"
"337","ibr20","0750","075","6","795.1","500","0.00461833907751964"
"338","ibr20","0750","075","7","795.1","500","0.00452039474509212"
"339","ibr20","0750","075","8","795.5","500","0.00437895671209604"
"340","ibr20","0750","075","9","795.1","500","0.00433666641095388"
"341","ibr20","0750","100","0","794.5","500","0"
"342","ibr20","0750","100","1","793.9","500","0"
"343","ibr20","0750","100","2","793.7","500","0"
"344","ibr20","0750","100","3","792.8","500","0"
"345","ibr20","0750","100","4","793.6","500","0"
"346","ibr20","0750","100","5","793.8","500","0"
"347","ibr20","0750","100","6","793.4","500","0"
"348","ibr20","0750","100","7","793.4","500","0"
"349","ibr20","0750","100","8","794.3","500","0"
"350","ibr20","0750","100","9","794","500","0"
"351","ibr20","1500","000","0","797.4","500","0.00558573912304263"
"352","ibr20","1500","000","1","797.3","500","0.00556619201034095"
"353","ibr20","1500","000","2","797.1","500","0.00562213696709381"
"354","ibr20","1500","000","3","797","500","0.00554876863792933"
"355","ibr20","1500","000","4","796.8","500","0.00545494782602761"
"356","ibr20","1500","000","5","797.2","500","0.00555634702666076"
"357","ibr20","1500","000","6","796.9","500","0.00556987724692777"
"358","ibr20","1500","000","7","796.7","500","0.00556013444074201"
"359","ibr20","1500","000","8","797","500","0.00541309864937293"
"360","ibr20","1500","000","9","797","500","0.00551096318878231"
"361","ibr20","1500","025","0","797","500","0.0043436612379493"
"362","ibr20","1500","025","1","796.4","500","0.00430171151857613"
"363","ibr20","1500","025","2","796.8","500","0.00420710692858516"
"364","ibr20","1500","025","3","796.9","500","0.00427190470642604"
"365","ibr20","1500","025","4","796.9","500","0.0044021506290677"
"366","ibr20","1500","025","5","796.5","500","0.00419840678491435"
"367","ibr20","1500","025","6","796.8","500","0.00445022037748541"
"368","ibr20","1500","025","7","796.9","500","0.00407803321260351"
"369","ibr20","1500","025","8","796.9","500","0.00445208331048578"
"370","ibr20","1500","025","9","797.1","500","0.00424535911729183"
"371","ibr20","1500","050","0","796.5","500","0.00281472763712496"
"372","ibr20","1500","050","1","796.7","500","0.00275452142934282"
"373","ibr20","1500","050","2","796.7","500","0.00284212760888326"
"374","ibr20","1500","050","3","796.6","500","0.00287723725794539"
"375","ibr20","1500","050","4","796.7","500","0.00288915451088655"
"376","ibr20","1500","050","5","796.8","500","0.00302903315405545"
"377","ibr20","1500","050","6","796.6","500","0.00288893167430684"
"378","ibr20","1500","050","7","796.6","500","0.00296350274957638"
"379","ibr20","1500","050","8","796.3","500","0.00296072773304059"
"380","ibr20","1500","050","9","796","500","0.00292964249473582"
"381","ibr20","1500","075","0","796.4","500","0.00135382986871198"
"382","ibr20","1500","075","1","796.3","500","0.00157205687536956"
"383","ibr20","1500","075","2","796.3","500","0.00147740921492403"
"384","ibr20","1500","075","3","796.4","500","0.00141365238591748"
"385","ibr20","1500","075","4","796.5","500","0.00147896046340333"
"386","ibr20","1500","075","5","796.7","500","0.00143307493230001"
"387","ibr20","1500","075","6","796.5","500","0.00153657153448699"
"388","ibr20","1500","075","7","796.2","500","0.00155742175017812"
"389","ibr20","1500","075","8","796.5","500","0.00144894743414604"
"390","ibr20","1500","075","9","796.4","500","0.00153177981060862"
"391","ibr20","1500","100","0","796.3","500","0"
"392","ibr20","1500","100","1","796","500","0"
"393","ibr20","1500","100","2","796.3","500","0"
"394","ibr20","1500","100","3","796.2","500","0"
"395","ibr20","1500","100","4","795.9","500","0"
"396","ibr20","1500","100","5","795.9","500","0"
"397","ibr20","1500","100","6","795.9","500","0"
"398","ibr20","1500","100","7","795.9","500","0"
"399","ibr20","1500","100","8","795.9","500","0"
"400","ibr20","1500","100","9","795.9","500","0"
"401","ibr20","2250","000","0","796.9","500","0.000492028615161004"
"402","ibr20","2250","000","1","796.5","500","0.000477064968581532"
"403","ibr20","2250","000","2","796.6","500","0.000464418063539807"
"404","ibr20","2250","000","3","796.2","500","0.000419445269090901"
"405","ibr20","2250","000","4","796.7","500","0.000391710264373603"
"406","ibr20","2250","000","5","796.1","500","0.000457149642800413"
"407","ibr20","2250","000","6","796.6","500","0.000441944932898292"
"408","ibr20","2250","000","7","796.4","500","0.000471939185265679"
"409","ibr20","2250","000","8","796.6","500","0.00045688705388989"
"410","ibr20","2250","000","9","796.4","500","0.000497392875214034"
"411","ibr20","2250","025","0","796.4","500","0.000384242558729857"
"412","ibr20","2250","025","1","796.7","500","0.000389114950176805"
"413","ibr20","2250","025","2","796.5","500","0.000341600771755997"
"414","ibr20","2250","025","3","796.3","500","0.000296243931868776"
"415","ibr20","2250","025","4","796.2","500","0.00036168707785265"
"416","ibr20","2250","025","5","796.6","500","0.000318772187435031"
"417","ibr20","2250","025","6","796.5","500","0.000306248676425953"
"418","ibr20","2250","025","7","796.7","500","0.000321429842702847"
"419","ibr20","2250","025","8","796.4","500","0.000324079205772231"
"420","ibr20","2250","025","9","796.4","500","0.000389171054044896"
"421","ibr20","2250","050","0","796.8","500","0.00022331513548444"
"422","ibr20","2250","050","1","796.6","500","0.000253570099779061"
"423","ibr20","2250","050","2","796.4","500","0.000223430401856576"
"424","ibr20","2250","050","3","796.7","500","0.000263643713279816"
"425","ibr20","2250","050","4","796.2","500","0.000258659851342956"
"426","ibr20","2250","050","5","796.4","500","0.000248608594185873"
"427","ibr20","2250","050","6","796.5","500","0.000273859900340622"
"428","ibr20","2250","050","7","796.8","500","0.000210777097631231"
"429","ibr20","2250","050","8","796.3","500","0.000253675555530562"
"430","ibr20","2250","050","9","796.4","500","0.00021083494299045"
"431","ibr20","2250","075","0","796.6","500","0.000115516308237193"
"432","ibr20","2250","075","1","796.3","500","0.000123127681526908"
"433","ibr20","2250","075","2","796.5","500","0.000100336667236729"
"434","ibr20","2250","075","3","796.4","500","0.000122978682768257"
"435","ibr20","2250","075","4","796.4","500","0.00011807730692404"
"436","ibr20","2250","075","5","796.3","500","0.0000978365128755157"
"437","ibr20","2250","075","6","796.9","500","0.000138015657609556"
"438","ibr20","2250","075","7","796.5","500","0.00014319413104722"
"439","ibr20","2250","075","8","796.9","500","0.000135443155264198"
"440","ibr20","2250","075","9","796.5","500","0.000128188113374633"
"441","ibr20","2250","100","0","796.5","500","0"
"442","ibr20","2250","100","1","796.4","500","0"
"443","ibr20","2250","100","2","796.8","500","0"
"444","ibr20","2250","100","3","796.1","500","0"
"445","ibr20","2250","100","4","796.7","500","0"
"446","ibr20","2250","100","5","796.8","500","0"
"447","ibr20","2250","100","6","796.3","500","0"
"448","ibr20","2250","100","7","796.6","500","0"
"449","ibr20","2250","100","8","796.6","500","0"
"450","ibr20","2250","100","9","796.2","500","0"
"451","ibr20","3000","000","0","796.6","500","0"
"452","ibr20","3000","000","1","796.4","500","0"
"453","ibr20","3000","000","2","796.7","500","0"
"454","ibr20","3000","000","3","796","500","0"
"455","ibr20","3000","000","4","796.7","500","0"
"456","ibr20","3000","000","5","796.3","500","0"
"457","ibr20","3000","000","6","796.7","500","0"
"458","ibr20","3000","000","7","796.5","500","0"
"459","ibr20","3000","000","8","796.4","500","0"
"460","ibr20","3000","000","9","796.5","500","0"
"461","ibr20","3000","025","0","796.4","500","0"
"462","ibr20","3000","025","1","796.3","500","0"
"463","ibr20","3000","025","2","796.6","500","0"
"464","ibr20","3000","025","3","796.6","500","0"
"465","ibr20","3000","025","4","796.3","500","0"
"466","ibr20","3000","025","5","796.6","500","0"
"467","ibr20","3000","025","6","796.6","500","0"
"468","ibr20","3000","025","7","796.1","500","0"
"469","ibr20","3000","025","8","796.5","500","0"
"470","ibr20","3000","025","9","796.5","500","0"
"471","ibr20","3000","050","0","796.4","500","0"
"472","ibr20","3000","050","1","796.5","500","0"
"473","ibr20","3000","050","2","796.5","500","0"
"474","ibr20","3000","050","3","796.1","500","0"
"475","ibr20","3000","050","4","796.2","500","0"
"476","ibr20","3000","050","5","796.6","500","0"
"477","ibr20","3000","050","6","796.8","500","0"
"478","ibr20","3000","050","7","796.6","500","0"
"479","ibr20","3000","050","8","796.3","500","0"
"480","ibr20","3000","050","9","796.5","500","0"
"481","ibr20","3000","075","0","796.6","500","0"
"482","ibr20","3000","075","1","796.3","500","0"
"483","ibr20","3000","075","2","796.3","500","0"
"484","ibr20","3000","075","3","796.4","500","0"
"485","ibr20","3000","075","4","796.5","500","0"
"486","ibr20","3000","075","5","796.5","500","0"
"487","ibr20","3000","075","6","796","500","0"
"488","ibr20","3000","075","7","796.4","500","0"
"489","ibr20","3000","075","8","796.1","500","0"
"490","ibr20","3000","075","9","796.6","500","0"
"491","ibr20","3000","100","0","796.6","500","0"
