"","land","adj_r2","(Intercept)","barr","mort"
"1","pan0",0.478140715340261,-0.149539338723512,0.000137938446678287,0.00111029336098481
"2","ibd1",0.514425931260753,-0.0431116613583804,0.0000944301576293712,0.0029296590043566
"3","ibr20",0.380348040207213,0.0463137889866668,0.0000845895855659464,0.00233692843712722
"4","ibr21",0.442607987158097,-0.0066514452795839,0.000108242776819446,0.00237556633719698
"5","ibr22",0.513404293583884,-0.00759763008304532,0.0000991600834293851,0.00240263052693721
"6","ibr23",0.430881777284984,0.0710276030421979,0.0000897186470413438,0.00225074838168703
"7","ibr24",0.437695712690712,0.011216723967927,0.0000839923834331954,0.00270171607088322
"8","ibr25",0.48618562034414,-0.034967363715552,0.000107577843235618,0.00231341245774656
"9","ibr26",0.482515881646396,-0.00419394013156831,0.000100892062332199,0.00259076256328615
"10","ibr27",0.502215647396524,-0.0329695198226949,0.000109528926366574,0.00251373157347578
"11","ibr28",0.492285767014888,-0.00931563268266197,0.000102234215620207,0.00262773691210801
"12","ibr29",0.503409524322658,-0.000170443302430306,0.0000979839437948792,0.00240265868153768
"13","ibr40",0.36330859652991,0.0686254273965367,0.000101378252726144,0.00190902432317345
"14","ibr41",0.435402261108526,-0.0121453179894555,0.000106016439682095,0.00246427643862782
"15","ibr42",0.460082451833241,-0.0135845517469929,0.000115540085864292,0.00236997158880614
"16","ibr43",-0.00438384424908378,0.637774651139693,-0.00000739065254942331,0.000265649460304774
"17","ibr44",0.260388933669418,0.120933922757595,0.0000620454547261212,0.00196896144774658
"18","ibr45",0.495439501618286,-0.061248987076758,0.000119699149495847,0.00302838753798652
"19","ibr46",0.436651859696263,-0.00898451802957807,0.000101545315999103,0.00299724365324188
"20","ibr47",0.46077132357575,-0.0671723537042694,0.000118978413462445,0.00341731794991723
"21","ibr48",0.477558567050536,-0.0174981605633083,0.000120807707772395,0.00300402310816933
"22","ibr49",0.252941165430579,0.133500301570799,0.0000537977068272783,0.00230731836573284
