"","land","adj_r2","(Intercept)","barr","mort"
"1","pan0",0.488508389606867,-0.0513169638131387,0.0000536131954243854,-0.0000804814661205895
"2","ibd1",0.569592316261359,0.011427168441383,0.0000336808239508498,0.00105045162132455
"3","ibr20",0.511151940758842,0.0582039785904271,0.000034754406512057,0.000804243808833198
"4","ibr21",0.57177006497045,0.046867468395495,0.0000366513393983669,0.000915657737397147
"5","ibr22",0.615627758290891,0.042289970515969,0.0000368063687471133,0.000924204268048062
"6","ibr23",0.593692771455094,0.091282724369468,0.0000363539168234542,0.000712890839621307
"7","ibr24",0.583745691227943,0.0515902602560163,0.0000345819290518959,0.000907029841092719
"8","ibr25",0.563526163222286,0.0344459924843034,0.0000362538963111044,0.00094729248861532
"9","ibr26",0.540752981739927,0.0520417389146978,0.0000345251802431894,0.000923231721321572
"10","ibr27",0.580302618249754,0.0343600584315299,0.0000359431345638415,0.000998935531089846
"11","ibr28",0.545831529814346,0.05618779316141,0.0000339857054452181,0.000957961089481597
"12","ibr29",0.54228200860165,0.058623958243127,0.0000350922692218686,0.000787257413388037
"13","ibr40",0.587633541288952,0.0824704592331286,0.0000430748481255852,0.000946221225132536
"14","ibr41",0.557994637264773,0.0676941025036895,0.0000416697148191849,0.00109544890034356
"15","ibr42",0.595477163470021,0.0643211284880643,0.0000447093490922162,0.00107784428190266
"16","ibr43",-0.00310755028265719,0.328813689451212,-0.00000196887724589558,0.0000947549168151008
"17","ibr44",0.469278458066584,0.156681435936648,0.0000291867426707885,0.000899136808122804
"18","ibr45",0.555300869505547,0.0270988836512,0.0000461061155376953,0.00124576311844033
"19","ibr46",0.598024254617459,0.0543886759212797,0.0000429149806716073,0.00122708962183744
"20","ibr47",0.557660740579293,-0.000890844680853155,0.0000459997987393354,0.00135168861088603
"21","ibr48",0.595144287661879,0.10944296802443,0.0000477222670136375,0.00113466767944623
"22","ibr49",0.479864230236519,0.147048347724892,0.0000274877486063003,0.000953565876064729
