"","land","predictor","coefficient","SE","t_val","p_val","adj_r2"
"1","pan0","(Intercept)","0.431577059112811","0.0102201421423618","42.2280877409673","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000562092751914706","0.789537397270717"
"2","pan0","barr","-0.00008363507799505","0.00000430919029073814","-19.4085367208798","0.00000000000000000000000000000000000000000000000000135776770956373","0.789537397270717"
"3","pan0","mort","-0.00305762810801789","0.000129275708722144","-23.6519926151766","0.0000000000000000000000000000000000000000000000000000000000000000209781674970449","0.789537397270717"
"4","ibd1","(Intercept)","0.0243343101214756","0.000816555214261076","29.8011814712327","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000909538471381602","0.695307824800755"
"5","ibd1","barr","-0.00000679614521960379","0.000000344289908313574","-19.7396004224845","0.000000000000000000000000000000000000000000000000000106376108949869","0.695307824800755"
"6","ibd1","mort","-0.000138791868730014","0.0000103286972494072","-13.437499945889","0.000000000000000000000000000000287815000562673","0.695307824800755"
"7","ibr20","(Intercept)","0.0173606845196905","0.000580542466328467","29.9042456437078","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000466148473425692","0.697138413210756"
"8","ibr20","barr","-0.00000484266902897885","0.000000244778196273275","-19.7839068295625","0.0000000000000000000000000000000000000000000000000000757089693918504","0.697138413210756"
"9","ibr20","mort","-0.0000995435913503927","0.00000734334588819827","-13.5556179520799","0.000000000000000000000000000000114416795903741","0.697138413210756"
"10","ibr21","(Intercept)","0.022006907010042","0.000741969943992149","29.6601057606652","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000227566039018404","0.693828121226875"
"11","ibr21","barr","-0.00000615524629562701","0.000000312841997120367","-19.6752557274423","0.00000000000000000000000000000000000000000000000000017437099813172","0.693828121226875"
"12","ibr21","mort","-0.000125619869660647","0.00000938525991361104","-13.3848045570337","0.000000000000000000000000000000434189537640184","0.693828121226875"
"13","ibr22","(Intercept)","0.0187961834247608","0.000632240404497185","29.7294878515543","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000144908442685432","0.69490329356974"
"14","ibr22","barr","-0.00000526392321698112","0.000000266575960932969","-19.7464287423304","0.000000000000000000000000000000000000000000000000000100943119785418","0.69490329356974"
"15","ibr22","mort","-0.000107060005827278","0.00000799727882798909","-13.3870542880894","0.000000000000000000000000000000426636420102881","0.69490329356974"
