"","land","adj_r2","(Intercept)","barr","mort"
"1","pan0",0.132699276086458,0.681149977536993,0.0000191509600055799,-0.000790777071666298
"2","ibd1",-0.000104605698213911,0.703707091847954,0.00000207810602484209,0.0000488115355751428
"3","ibr20",0.0196325820938592,0.699717038350766,0.0000016415830703441,0.000137775345048674
"4","ibr21",0.0287391103221525,0.703650586767404,0.00000548042556151601,-0.00000202776709805111
"5","ibr22",0.0128818821693629,0.698591668354974,0.00000402854407200736,0.0000322851019538829
"6","ibr23",0.0150624685899634,0.700732813223438,0.00000374538460883282,0.000084888130892884
"7","ibr24",0.00905957542596614,0.698074118015715,0.000000698542257556985,0.000129152413287595
"8","ibr25",0.036176124419965,0.689037412365419,0.00000629028356121774,0.0000785203862340818
"9","ibr26",0.0137935812396905,0.701712788642859,0.00000449465614407057,0.00000926591321290842
"10","ibr27",0.057449218996515,0.691520094403548,0.00000724334550204551,0.000075346566444478
"11","ibr28",0.0108098187069565,0.702752503716681,0.00000371247355810221,0.0000266793213712483
"12","ibr29",0.0177087118833613,0.699490656775861,0.00000483921979987162,0.0000478147472286962
"13","ibr40",0.0302150462204739,0.656563598652392,0.00000628177066427045,0.000106048451406946
"14","ibr41",0.0613182064255661,0.649913110715313,0.00000985598590556982,0.0000735833045618429
"15","ibr42",0.0554390129698102,0.660339748669706,0.00000805950220915986,0.0000884155713858212
"16","ibr43",-0.00603677265626068,0.640040248529795,-0.00000126663621731041,-0.0000369766113219703
"17","ibr44",0.0246668416244739,0.691862317019842,0.00000188633413329031,-0.000177009030489787
"18","ibr45",0.103340742060942,0.652475160111048,0.0000115460886943458,0.00011350690019751
"19","ibr46",0.00778955214562838,0.660196212975227,0.00000275756967990731,0.000108765557251021
"20","ibr47",0.0402594689105252,0.657940494275372,0.00000654172695904752,0.000114467800232702
"21","ibr48",0.0522083290633737,0.664059760494358,0.00000622291907090821,0.000151773701102814
"22","ibr49",0.00452678864874612,0.667012178475989,0.00000102599829191924,0.000123421972735667
