"","land","predictor","coefficient","SE","t_val","p_val","adj_r2"
"1","pan0","(Intercept)","0.718171215179672","0.00972885452409228","73.8186816753413","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000125895360187935","0.291158463114438"
"2","pan0","barr","-0.0000193046566420828","0.0000050687924438674","-3.80853168794454","0.000198061853385944","0.291158463114438"
"3","pan0","mort","-0.000755707504505156","0.000157095693312244","-4.81049154545001","0.00000342144637583983","0.291158463114438"
"4","ibd1","(Intercept)","0.696111170297238","0.00566415929790374","122.897527008971","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000165779933850529","0.422934693320558"
"5","ibd1","barr","-0.0000224421103088369","0.0000023882192548528","-9.39700584995918","0.00000000000000000394972492063412","0.422934693320558"
"6","ibd1","mort","-0.000702684212914992","0.0000716465776455841","-9.80764519403812","0.00000000000000000021704379760521","0.422934693320558"
"7","ibr20","(Intercept)","0.659465461205135","0.00532770952182825","123.780295923272","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000291059459737974","0.380163148440316"
"8","ibr20","barr","-0.0000234266843898024","0.00000224635957343251","-10.4287330785631","0.00000000000000000000244919107681883","0.380163148440316"
"9","ibr20","mort","-0.000456868479196386","0.0000673907872029754","-6.77939074699242","0.0000000000882403537990287","0.380163148440316"
"10","ibr21","(Intercept)","0.670914083262843","0.00543441957433424","123.456438003324","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000550249617867062","0.413654243392243"
"11","ibr21","barr","-0.0000212510812655119","0.00000229135248211986","-9.27447061564766","0.00000000000000000928726236933232","0.413654243392243"
"12","ibr21","mort","-0.000658074980963614","0.0000687405744635958","-9.57331221187456","0.00000000000000000114410785542147","0.413654243392243"
"13","ibr22","(Intercept)","0.669849245111067","0.00547282016449943","122.395625103156","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000448176546810765","0.41673983559532"
"14","ibr22","barr","-0.0000228763062925962","0.00000230754359257541","-9.91370493116635","0.000000000000000000101715414958103","0.41673983559532"
"15","ibr22","mort","-0.000625451725471512","0.0000692263077772624","-9.03488493830871","0.0000000000000000486774795726305","0.41673983559532"
"16","ibr23","(Intercept)","0.636280503799139","0.00523664643957738","121.505339560501","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000264135929242401","0.368047855251344"
"17","ibr23","barr","-0.0000226234126712054","0.00000220796400667678","-10.2462778391284","0.00000000000000000000924683811615726","0.368047855251344"
"18","ibr23","mort","-0.000429435493584236","0.0000662389202003034","-6.48312943939368","0.000000000484811427391659","0.368047855251344"
"19","ibr24","(Intercept)","0.66233434935752","0.0054985045423953","120.457179629607","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021669334015586","0.395350645712866"
"20","ibr24","barr","-0.0000238717075965945","0.0000023183730771668","-10.2967498336235","0.00000000000000000000640876840299474","0.395350645712866"
"21","ibr24","mort","-0.000533262498256973","0.0000695511923150042","-7.66719419908395","0.000000000000402905608846137","0.395350645712866"
"22","ibr25","(Intercept)","0.666484084399521","0.00577188675526671","115.470748588643","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000061959436865964","0.352148514633223"
"23","ibr25","barr","-0.0000199972066658416","0.00000243364113909356","-8.21699072415002","0.0000000000000117975895307996","0.352148514633223"
"24","ibr25","mort","-0.000610089952359095","0.0000730092341728068","-8.35633956815741","0.00000000000000471929247588417","0.352148514633223"
