"","land","predictor","coefficient","SE","t_val","p_val","adj_r2"
"1","pan0","(Intercept)","0.681149977536993","0.00989463754090653","68.8403162542312","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000726865566116073","0.132699276086458"
"2","pan0","barr","0.0000191509600055799","0.00000515516640504327","3.71490627089062","0.000279418250187625","0.132699276086458"
"3","pan0","mort","-0.000790777071666298","0.000159772657789545","-4.94938922971363","0.00000185206251830315","0.132699276086458"
"4","ibd1","(Intercept)","0.703707091847954","0.00445531762017816","157.947682261947","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000440708694411945","-0.000104605698213911"
"5","ibd1","barr","0.00000207810602484209","0.00000187852685056586","1.10624238573759","0.269697888099144","-0.000104605698213911"
"6","ibd1","mort","0.0000488115355751428","0.0000563558055169759","0.866131450475664","0.387258613485262","-0.000104605698213911"
"7","ibr20","(Intercept)","0.699717038350766","0.00437617391189252","159.892420282759","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220853570588802","0.0196325820938592"
"8","ibr20","barr","0.0000016415830703441","0.00000184515693314525","0.889671247391332","0.374508110781141","0.0196325820938592"
"9","ibr20","mort","0.000137775345048674","0.0000553547079943576","2.48895441852421","0.0134713333775177","0.0196325820938592"
"10","ibr21","(Intercept)","0.703650586767404","0.00424707751847337","165.67877174522","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000367932047912328","0.0287391103221525"
"11","ibr21","barr","0.00000548042556151601","0.00000179072511435622","3.06045049437208","0.00245396801700665","0.0287391103221525"
"12","ibr21","mort","-0.00000202776709805111","0.0000537217534306868","-0.0377457355457951","0.969920898958773","0.0287391103221525"
"13","ibr22","(Intercept)","0.698591668354974","0.00431638971316926","161.846291641271","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113104279986837","0.0128818821693629"
"14","ibr22","barr","0.00000402854407200736","0.00000181994970167143","2.21354692841652","0.027774201616524","0.0128818821693629"
"15","ibr22","mort","0.0000322851019538829","0.000054598491050143","0.591318575530455","0.554847743635815","0.0128818821693629"
"16","ibr23","(Intercept)","0.700732813223438","0.00461959110369347","151.687194276391","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000867839722364935","0.0150624685899634"
"17","ibr23","barr","0.00000374538460883282","0.00000194779063284299","1.92288870563366","0.055643848210031","0.0150624685899634"
"18","ibr23","mort","0.000084888130892884","0.0000584337189852899","1.45272511089451","0.147569274362479","0.0150624685899634"
"19","ibr24","(Intercept)","0.698074118015715","0.00500199876049044","139.55903458626","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000595399621493453","0.00905957542596614"
"20","ibr24","barr","0.000000698542257556985","0.00000210902785819851","0.331215282359364","0.740762703891352","0.00905957542596614"
"21","ibr24","mort","0.000129152413287595","0.0000632708357459555","2.04126295733104","0.0422876198813829","0.00905957542596614"
"22","ibr25","(Intercept)","0.689037412365419","0.00479716577936609","143.634271579514","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053053553266914","0.036176124419965"
"23","ibr25","barr","0.00000629028356121774","0.00000202266269016181","3.10990240330903","0.00209107293154601","0.036176124419965"
"24","ibr25","mort","0.0000785203862340818","0.0000606798807048545","1.29401022747561","0.196870504688029","0.036176124419965"
